source,org-name,prefix_root,prefix,created,netname,org,mnt-by,last-modified,exact_origin,country_root,country
LACNIC,,200.30.160.0/20,200.30.173.0/24,2007-06-28,,,,,AS262206,GT,GT
LACNIC,,200.30.176.0/20,200.30.177.0/24,2005-03-28,,,,,AS27742,GT,NI
LACNIC,,200.30.176.0/20,200.30.178.0/24,2005-03-28,,,,,AS23383,GT,HN
LACNIC,,200.30.176.0/20,200.30.179.0/24,2005-03-28,,,,,AS27773,GT,SV
LACNIC,,200.30.176.0/20,200.30.182.0/24,2005-05-13,,,,,AS27742,GT,NI
LACNIC,,200.30.176.0/20,200.30.185.0/24,2007-06-28,,,,,AS23383,GT,HN
LACNIC,,200.30.176.0/20,200.30.189.0/24,2009-07-30,,,,,AS262197,GT,CR
LACNIC,,200.31.0.0/19,200.31.0.0/24,2001-10-22,,,,,AS3549,AR,US
LACNIC,,200.31.0.0/19,200.31.1.0/24,2005-12-07,,,,,AS3549,AR,AR
LACNIC,,200.31.0.0/19,200.31.4.0/23,2005-12-20,,,,,AS3549,AR,VE
LACNIC,,200.31.0.0/19,200.31.6.0/24,2006-01-16,,,,,AS3549,AR,EC
LACNIC,,200.31.0.0/19,200.31.7.0/24,2001-10-22,,,,,AS3549,AR,US
LACNIC,,200.31.0.0/19,200.31.8.0/23,2006-01-16,,,,,AS3549,AR,EC
LACNIC,,200.31.0.0/19,200.31.10.0/24,2006-01-16,,,,,AS3549,AR,EC
LACNIC,,200.31.0.0/19,200.31.11.0/24,2007-05-16,,,,,AS3549,AR,AR
LACNIC,,200.31.0.0/19,200.31.12.0/22,2005-12-19,,,,,AS3549,AR,CO
LACNIC,,200.31.0.0/19,200.31.16.0/21,2005-12-19,,,,,AS3549,AR,CO
LACNIC,,200.31.0.0/19,200.31.24.0/21,2006-01-17,,,,,AS3549,AR,EC
LACNIC,,200.32.64.0/19,200.32.64.0/24,2007-07-18,,,,,AS3549,AR,VE
LACNIC,,200.32.64.0/19,200.32.68.0/22,2006-01-19,,,,,AS3549,AR,EC
LACNIC,,200.32.64.0/19,200.32.72.0/23,2006-01-19,,,,,AS3549,AR,EC
LACNIC,,200.32.64.0/19,200.32.74.0/24,2023-11-08,,,,,AS3549,AR,US
LACNIC,,200.32.64.0/19,200.32.76.0/23,2004-09-13,,,,,AS3549,AR,VE
LACNIC,,200.32.64.0/19,200.32.78.0/24,2023-08-11,,,,,AS3356,AR,MX
LACNIC,,200.32.64.0/19,200.32.79.0/24,1998-01-08,,,,,AS3549,AR,US
LACNIC,,200.32.64.0/19,200.32.80.0/22,2005-12-19,,,,,AS3549,AR,CO
LACNIC,,200.32.64.0/19,200.32.84.0/22,2002-03-21,,,,,AS3549,AR,AR
LACNIC,,200.32.64.0/19,200.32.88.0/21,2007-07-30,,,,,AS3549,AR,AR
LACNIC,,200.35.152.0/22,200.35.152.0/24,2017-06-08,,,,,AS20454,UY,US
LACNIC,,200.35.152.0/22,200.35.153.0/24,2017-06-22,,,,,AS20473,UY,UY
LACNIC,,200.35.152.0/22,200.35.154.0/24,2017-06-08,,,,,AS20454,UY,US
LACNIC,,200.35.152.0/22,200.35.155.0/24,2017-06-08,,,,,AS20454,UY,US
LACNIC,,200.35.160.0/20,200.35.165.0/24,2022-08-02,,,,,AS23383,GT,GT
LACNIC,,200.41.0.0/19,200.41.0.0/22,2000-11-10,,,,,AS3549,AR,EC
LACNIC,,200.41.0.0/19,200.41.4.0/22,2002-12-12,,,,,AS3549,AR,CO
LACNIC,,200.41.0.0/19,200.41.8.0/24,2007-08-08,,,,,AS3356,AR,AR
LACNIC,,200.41.0.0/19,200.41.9.0/24,2007-08-06,,,,,AS3549,AR,CO
LACNIC,,200.41.0.0/19,200.41.10.0/23,2007-08-06,,,,,AS3549,AR,EC
LACNIC,,200.41.0.0/19,200.41.12.0/23,2003-03-11,,,,,AS3549,AR,VE
LACNIC,,200.41.0.0/19,200.41.14.0/23,2023-10-09,,,,,AS3549,AR,PE
LACNIC,,200.41.0.0/19,200.41.21.0/24,2011-10-19,,,,,AS52444,AR,AR
LACNIC,,200.41.32.0/19,200.41.34.0/24,2013-10-31,,,,,AS263230,AR,AR
LACNIC,,200.41.32.0/19,200.41.36.0/24,2013-10-31,,,,,AS263230,AR,AR
LACNIC,,200.41.32.0/19,200.41.48.0/24,2007-08-12,,,,,AS3549,AR,AR
LACNIC,,200.41.32.0/19,200.41.49.0/24,2006-02-06,,,,,AS10753,AR,US
LACNIC,,200.41.32.0/19,200.41.50.0/24,2006-02-06,,,,,AS3549,AR,CO
LACNIC,,200.41.32.0/19,200.41.51.0/24,1999-07-06,,,,,AS3549,AR,VE
LACNIC,,200.41.32.0/19,200.41.53.0/24,2009-04-17,,,,,AS10753,AR,US
LACNIC,,200.41.32.0/19,200.41.56.0/23,2002-01-31,,,,,AS3549,AR,VE
LACNIC,,200.41.32.0/19,200.41.58.0/23,2007-08-23,,,,,AS3549,AR,AR
LACNIC,,200.41.32.0/19,200.41.60.0/22,2007-08-23,,,,,AS3549,AR,AR
LACNIC,,200.41.64.0/18,200.41.64.0/21,2007-08-24,,,,,AS3549,AR,AR
LACNIC,,200.41.64.0/18,200.41.72.0/22,2007-08-24,,,,,AS3549,AR,AR
LACNIC,,200.41.64.0/18,200.41.76.0/22,2005-12-19,,,,,AS3549,AR,CO
LACNIC,,200.41.64.0/18,200.41.80.0/22,2007-08-28,,,,,AS3549,AR,EC
LACNIC,,200.41.64.0/18,200.41.84.0/22,2007-02-13,,,,,AS3549,AR,PE
LACNIC,,200.41.64.0/18,200.41.88.0/24,2008-04-17,,,,,AS3549,AR,US
LACNIC,,200.41.64.0/18,200.41.89.0/24,2007-08-28,,,,,AS3549,AR,EC
LACNIC,,200.41.64.0/18,200.41.90.0/23,2023-06-15,,,,,AS3549,AR,PE
LACNIC,,200.41.64.0/18,200.41.94.0/23,2004-12-13,,,,,AS3549,AR,CL
LACNIC,,200.41.64.0/18,200.41.112.0/23,2023-11-16,,,,,AS3549,AR,CO
LACNIC,,200.41.64.0/18,200.41.114.0/24,2000-03-30,,,,,AS3549,AR,EC
LACNIC,,200.41.64.0/18,200.41.115.0/24,2000-04-27,,,,,AS3549,AR,US
LACNIC,,200.41.64.0/18,200.41.116.0/22,2007-09-03,,,,,AS3549,AR,VE
LACNIC,,200.41.64.0/18,200.41.120.0/21,2000-03-28,,,,,AS3549,AR,AR
LACNIC,,200.47.0.0/17,200.47.3.0/24,2004-11-15,,,,,AS14339,AR,AR
LACNIC,,200.47.0.0/17,200.47.32.0/24,2013-04-07,,,,,AS52427,AR,AR
LACNIC,,200.47.0.0/17,200.47.47.0/24,2023-07-20,,,,,AS265844,AR,AR
LACNIC,,200.47.0.0/17,200.47.118.0/24,2007-05-17,,,,,AS27961,AR,AR
LACNIC,,200.47.128.0/19,200.47.158.0/24,2015-09-15,,,,,AS14187,AR,CO
LACNIC,,200.47.168.0/22,200.47.170.0/24,2018-11-23,,,,,AS14187,AR,CO
LACNIC,,200.47.168.0/22,200.47.171.0/24,2018-11-23,,,,,AS14187,AR,CO
LACNIC,,200.49.240.0/22,200.49.242.0/24,2022-09-28,,,,,AS64120,PE,PE
LACNIC,,200.49.240.0/22,200.49.243.0/24,2022-09-28,,,,,AS64120,PE,PE
LACNIC,,200.50.160.0/20,200.50.165.0/24,2020-11-03,,,,,AS265689;AS10617;AS10617,AR,AR
LACNIC,,200.50.160.0/20,200.50.166.0/24,2021-11-16,,,,,AS264797,AR,AR
LACNIC,,200.50.160.0/20,200.50.170.0/24,2022-07-22,,,,,AS265776,AR,AR
LACNIC,,200.50.160.0/20,200.50.171.0/24,2021-11-16,,,,,AS264797,AR,AR
LACNIC,,200.50.160.0/20,200.50.172.0/24,2021-11-16,,,,,AS264797,AR,AR
LACNIC,,200.50.176.0/20,200.50.191.0/24,2020-10-13,,,,,AS52399,AR,AR
LACNIC,,200.59.192.0/20,200.59.205.0/24,2022-12-02,,,,,AS7049,AR,AR
LACNIC,,200.59.192.0/20,200.59.206.0/24,2023-11-15,,,,,AS7049,AR,AR
LACNIC,,200.61.16.0/20,200.61.29.0/24,2023-01-11,,,,,AS265725,AR,AR
LACNIC,,200.63.64.0/19,200.63.92.0/24,2004-02-23,,,,,AS7303,AR,AR
LACNIC,,200.63.64.0/19,200.63.93.0/24,2021-01-19,,,,,AS267819,AR,AR
LACNIC,,200.63.64.0/19,200.63.94.0/24,2023-04-17,,,,,AS267819,AR,AR
LACNIC,,200.63.64.0/19,200.63.95.0/24,2023-04-18,,,,,AS272046,AR,AR
LACNIC,,200.73.104.0/21,200.73.108.0/22,2021-04-07,,,,,AS16906,SV,SV
LACNIC,,200.76.224.0/20,200.76.234.0/24,2002-03-26,,,,,AS8151,MX,MX
LACNIC,,200.78.128.0/17,200.78.138.0/24,2010-05-09,,,,,AS28506,MX,MX
LACNIC,,200.78.128.0/17,200.78.168.0/24,2004-02-12,,,,,AS28506,MX,MX
LACNIC,,200.80.0.0/18,200.80.8.0/24,2019-03-11,,,,,AS262216,CO,AR
LACNIC,,200.80.0.0/18,200.80.9.0/24,2019-03-11,,,,,AS262216,CO,AR
LACNIC,,200.80.0.0/18,200.80.22.0/24,2019-03-11,,,,,AS262216,CO,AR
LACNIC,,200.80.0.0/18,200.80.23.0/24,2019-03-11,,,,,AS262216,CO,AR
LACNIC,,200.80.0.0/18,200.80.48.0/24,2016-08-25,,,,,AS18747,CO,UY
LACNIC,,200.80.0.0/18,200.80.49.0/24,2016-08-25,,,,,AS18747;AS52468;AS52468;AS52468,CO,UY
LACNIC,,200.80.0.0/18,200.80.50.0/24,2016-08-25,,,,,AS18747,CO,UY
LACNIC,,200.85.64.0/20,200.85.64.0/24,2018-05-04,,,,,AS8053,AR,VE
LACNIC,,200.85.64.0/20,200.85.65.0/24,2012-03-23,,,,,AS52386,AR,VE
LACNIC,,200.93.128.0/19,200.93.150.0/24,2003-04-29,,,,,AS22368,CO,CO
LACNIC,,200.93.128.0/19,200.93.151.0/24,2003-04-29,,,,,AS22368,CO,CO
LACNIC,,200.106.224.0/20,200.106.235.0/24,2008-02-21,,,,,AS23383,SV,HN
LACNIC,,200.107.200.0/21,200.107.207.0/24,2023-12-11,,,,,AS273045,AR,PA
LACNIC,,200.108.64.0/20,200.108.70.0/24,2023-07-19,,,,,AS262182,AR,PE
LACNIC,,200.108.64.0/20,200.108.71.0/24,2021-03-29,,,,,AS262182,AR,AR
LACNIC,,200.108.64.0/20,200.108.74.0/24,2023-07-19,,,,,AS269781,AR,AR
LACNIC,,200.108.80.0/20,200.108.83.0/24,2022-10-19,,,,,AS265515,AR,PE
LACNIC,,200.115.0.0/20,200.115.14.0/24,2023-02-07,,,,,AS265844,AR,AR
LACNIC,,200.115.0.0/20,200.115.15.0/24,2019-05-16,,,,,AS265844,AR,AR
LACNIC,,200.115.160.0/20,200.115.171.0/24,2008-11-19,,,,,AS27956,PA,PA
LACNIC,,200.115.160.0/20,200.115.172.0/24,2016-09-05,,,,,AS264734,PA,PA
LACNIC,,200.115.160.0/20,200.115.173.0/24,2008-11-19,,,,,AS27956,PA,PA
LACNIC,,200.115.160.0/20,200.115.174.0/24,2005-04-20,,,,,AS27956,PA,PA
LACNIC,,200.119.0.0/19,200.119.1.0/24,2003-11-05,,,,,AS22368,CO,CO
LACNIC,,200.123.32.0/20,200.123.34.0/23,2023-11-09,,,,,AS272885,AR,AR
LACNIC,,200.123.48.0/22,200.123.48.0/24,2023-11-09,,,,,AS272945;AS272945,AR,AR
LACNIC,,200.123.48.0/22,200.123.50.0/24,2023-11-09,,,,,AS272885,AR,AR
LACNIC,,200.123.56.0/21,200.123.58.0/24,2023-11-09,,,,,AS52444,AR,AR
LACNIC,,200.123.56.0/21,200.123.59.0/24,2023-11-09,,,,,AS265689;AS10617;AS10617,AR,AR
LACNIC,,200.126.56.0/21,200.126.58.0/24,2015-07-24,,,,,AS61483,PE,CL
LACNIC,,200.126.56.0/21,200.126.59.0/24,2015-08-07,,,,,AS61483,PE,CL
LACNIC,,200.126.56.0/21,200.126.62.0/24,2015-07-24,,,,,AS61484,PE,AR
LACNIC,,200.126.56.0/21,200.126.63.0/24,2015-08-07,,,,,AS61484,PE,AR
LACNIC,,200.152.16.0/20,200.152.17.0/24,2023-12-04,,,,,AS273652,BR,BR
LACNIC,,200.152.16.0/20,200.152.18.0/24,2023-11-28,,,,,AS269656,BR,BR
LACNIC,,200.152.16.0/20,200.152.25.0/24,2023-10-25,,,,,AS272703,BR,BR
LACNIC,,201.139.0.0/19,201.139.12.0/24,2008-06-19,,,,,AS11172,MX,MX
LACNIC,,201.139.0.0/19,201.139.13.0/24,2008-06-19,,,,,AS11172,MX,MX
LACNIC,,201.139.96.0/19,201.139.105.0/24,2014-02-18,,,,,AS32098,MX,MX
LACNIC,,201.140.0.0/19,201.140.3.0/24,2006-11-10,,,,,AS11172,MX,MX
LACNIC,,201.158.96.0/22,201.158.96.0/23,2023-01-19,,,,,AS272928,AR,AR
LACNIC,,201.158.96.0/22,201.158.98.0/24,2024-01-22,,,,,AS272366,AR,AR
LACNIC,,201.182.80.0/22,201.182.81.0/24,2020-02-27,,,,,AS52327;AS64513;AS64513;AS64513;AS64513,AR,AR
LACNIC,,201.182.80.0/22,201.182.83.0/24,2020-02-27,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,201.182.148.0/22,201.182.150.0/24,2017-09-06,,,,,AS52468,EC,EC
LACNIC,,201.182.148.0/22,201.182.151.0/24,2017-09-06,,,,,AS52468,EC,EC
LACNIC,,201.182.240.0/22,201.182.243.0/24,2021-10-08,,,,,AS269799,EC,EC
LACNIC,,201.216.124.0/22,201.216.127.0/24,2024-03-21,,,,,AS273458,BR,BR
LACNIC,,201.217.0.0/19,201.217.14.0/24,2005-11-21,,,,,AS28103,PY,PY
LACNIC,,201.218.128.0/19,201.218.129.0/24,2022-05-27,,,,,AS64130,CL,PE
LACNIC,,201.218.128.0/19,201.218.130.0/24,2022-06-20,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.133.0/24,2022-08-10,,,,,AS272848,CL,PE
LACNIC,,201.218.128.0/19,201.218.140.0/24,2022-05-27,,,,,AS271842,CL,PE
LACNIC,,201.218.128.0/19,201.218.144.0/24,2021-09-14,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.146.0/24,2021-11-25,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.150.0/24,2022-01-01,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.151.0/24,2022-01-01,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.156.0/24,2021-10-20,,,,,AS269862,CL,PE
LACNIC,,201.218.128.0/19,201.218.157.0/24,2020-07-20,,,,,AS271835,CL,CL
LACNIC,,201.218.128.0/19,201.218.159.0/24,2021-08-24,,,,,AS271835,CL,PE
LACNIC,,201.219.128.0/19,201.219.129.0/24,2020-12-29,,,,,AS265554,CL,CL
LACNIC,,201.219.128.0/19,201.219.130.0/24,2024-01-10,,,,,AS20015;AS265705,CL,CL
LACNIC,,201.219.128.0/19,201.219.159.0/24,2020-09-07,,,,,AS20015,CL,CL
LACNIC,,201.221.80.0/20,201.221.88.0/22,2018-04-13,,,,,AS393629,TT,GD
LACNIC,,201.234.0.0/17,201.234.3.0/24,2024-02-26,,,,,AS262208,AR,AR
LACNIC,,201.234.0.0/17,201.234.44.0/24,2024-02-26,,,,,AS10753,AR,AR
LACNIC,,201.234.0.0/17,201.234.48.0/20,2007-04-10,,,,,AS3549,AR,PE
LACNIC,,201.234.0.0/17,201.234.64.0/20,2007-06-29,,,,,AS3549,AR,CO
LACNIC,,201.234.0.0/17,201.234.80.0/21,2007-08-30,,,,,AS3549,AR,EC
LACNIC,,201.234.0.0/17,201.234.88.0/21,2007-08-30,,,,,AS3549,AR,AR
LACNIC,,201.234.0.0/17,201.234.96.0/20,2007-08-09,,,,,AS3549,AR,AR
LACNIC,,201.234.0.0/17,201.234.112.0/20,2007-05-30,,,,,AS3549,AR,PE
LACNIC,,201.234.128.0/17,201.234.133.0/24,2024-01-09,,,,,AS10753;AS10753,AR,MX
LACNIC,,201.234.128.0/17,201.234.176.0/20,2007-09-28,,,,,AS3549,AR,CO
LACNIC,,201.234.128.0/17,201.234.224.0/20,2006-06-22,,,,,AS3549,AR,VE
LACNIC,,201.234.128.0/17,201.234.240.0/21,2007-09-29,,,,,AS3549,AR,CO
LACNIC,,201.234.128.0/17,201.234.248.0/24,2024-01-09,,,,,AS10753;AS10753,AR,MX
LACNIC,,201.234.128.0/17,201.234.249.0/24,2024-01-09,,,,,AS27953,AR,AR
LACNIC,,201.251.128.0/17,201.251.215.0/24,2007-12-10,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.216.0/24,2007-12-10,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.217.0/24,2007-12-10,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.218.0/24,2016-02-22,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.219.0/24,2007-12-10,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.220.0/24,2007-12-10,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.235.0/24,2008-04-25,,,,,AS264830,AR,AR
LACNIC,,201.251.128.0/17,201.251.236.0/24,2008-04-25,,,,,AS264830,AR,AR
LACNIC,,45.170.12.0/22,45.170.12.0/24,2019-10-30,,,,,AS3257;AS286;AS286;AS286,HN,DE
LACNIC,,45.171.124.0/22,45.171.127.0/24,2024-01-12,,,,,AS272644,BR,BR
LACNIC,,45.191.192.0/22,45.191.194.0/24,2022-11-01,,,,,AS272878,AR,AR
LACNIC,,45.239.176.0/22,45.239.176.0/23,2023-03-03,,,,,AS273593,BR,BR
LACNIC,,66.231.64.0/20,66.231.65.0/24,2022-08-16,,,,,AS270049,EC,EC
LACNIC,,66.231.64.0/20,66.231.68.0/24,2022-10-19,,,,,AS271936,EC,EC
LACNIC,,66.231.64.0/20,66.231.69.0/24,2022-09-09,,,,,AS270049,EC,EC
LACNIC,,66.231.64.0/20,66.231.70.0/24,2022-06-13,,,,,AS266904;AS52468;AS65001,EC,EC
LACNIC,,66.231.64.0/20,66.231.71.0/24,2022-05-24,,,,,AS267699,EC,EC
LACNIC,,66.231.64.0/20,66.231.72.0/24,2022-04-27,,,,,AS270049,EC,EC
LACNIC,,66.231.64.0/20,66.231.74.0/24,2022-01-18,,,,,AS270049,EC,EC
LACNIC,,66.231.64.0/20,66.231.76.0/24,2022-04-27,,,,,AS270049,EC,EC
LACNIC,,66.231.64.0/20,66.231.77.0/24,2022-05-24,,,,,AS267699,EC,EC
LACNIC,,66.231.64.0/20,66.231.78.0/24,2021-11-19,,,,,AS270049,EC,EC
LACNIC,,128.201.20.0/22,128.201.20.0/24,2021-05-31,,,,,AS7049,AR,AR
LACNIC,,128.201.20.0/22,128.201.23.0/24,2021-05-31,,,,,AS7049,AR,AR
LACNIC,,131.161.200.0/22,131.161.200.0/24,2023-04-17,,,,,AS272978,CL,CO
LACNIC,,143.137.232.0/22,143.137.235.0/24,2016-11-23,,,,,AS263099,BR,BR
LACNIC,,164.163.124.0/22,164.163.124.0/24,2022-06-27,,,,,AS204300,HN,DE
LACNIC,,168.90.132.0/22,168.90.134.0/24,2024-03-26,,,,,AS271751,BR,BR
LACNIC,,170.81.196.0/22,170.81.198.0/24,2024-02-09,,,,,AS6461,HN,US
LACNIC,,177.10.184.0/22,177.10.184.0/24,2024-02-14,,,,,AS263725,HN,HN
LACNIC,,177.10.184.0/22,177.10.185.0/24,2024-02-14,,,,,AS263725,HN,HN
LACNIC,,177.10.184.0/22,177.10.186.0/24,2024-02-14,,,,,AS263725,HN,HN
LACNIC,,177.10.184.0/22,177.10.187.0/24,2024-03-04,,,,,AS272991,HN,HN
LACNIC,,177.46.0.0/17,177.46.13.0/24,2023-03-23,,,,,AS270385;AS270385,BR,BR
LACNIC,,177.46.0.0/17,177.46.15.0/24,2023-03-23,,,,,AS270385;AS270385;AS270385,BR,BR
LACNIC,,181.188.192.0/18,181.188.212.0/24,2018-10-17,,,,,AS52331;AS52331,EC,EC
LACNIC,,181.189.224.0/19,181.189.226.0/24,2024-03-08,,,,,AS52471,HN,DO
LACNIC,,186.148.0.0/18,186.148.6.0/24,2015-09-29,,,,,AS61507,CL,CL
LACNIC,,186.224.208.0/20,186.224.216.0/23,2020-03-18,,,,,AS262838,BR,BR
LACNIC,,189.84.224.0/20,189.84.237.0/24,2022-09-28,,,,,AS52468,BR,BR
LACNIC,,189.84.224.0/20,189.84.238.0/24,2022-09-28,,,,,AS52468,BR,BR
LACNIC,,190.121.192.0/20,190.121.207.0/24,2022-07-07,,,,,AS272818,GT,GT
LACNIC,,190.143.64.0/18,190.143.127.0/24,2010-04-29,,,,,AS52269,CO,CO
LACNIC,,190.220.128.0/17,190.220.153.0/24,2023-07-05,,,,,AS266708,AR,AR
LACNIC,,191.97.48.0/20,191.97.53.0/24,2016-11-08,,,,,AS262589;AS65001;AS65001,PE,PE
LACNIC,,192.141.164.0/22,192.141.166.0/24,2024-01-05,,,,,AS272056,HN,HN
LACNIC,,192.141.164.0/22,192.141.167.0/24,2022-07-23,,,,,AS272056,HN,HN
LACNIC,,200.42.0.0/17,200.42.13.0/24,2000-02-14,,,,,AS28052,AR,AR
LACNIC,,200.46.224.0/19,200.46.240.0/24,2014-03-25,,,,,AS27679,PA,PA
LACNIC,,200.46.224.0/19,200.46.246.0/24,2016-06-21,,,,,AS27788,PA,PA
LACNIC,,200.56.96.0/20,200.56.99.0/24,2013-04-24,,,,,AS8151,MX,MX
LACNIC,,200.68.112.0/20,200.68.114.0/24,2017-08-07,,,,,AS265807,AR,AR
LACNIC,,200.69.112.0/20,200.69.127.0/24,2003-02-28,,,,,AS22368,CO,CO
LACNIC,,200.80.224.0/20,200.80.226.0/24,2023-05-31,,,,,AS28065,AR,AR
LACNIC,,200.91.128.0/18,200.91.158.0/24,2009-04-13,,,,,AS25773,CR,CR
LACNIC,,200.115.208.0/20,200.115.208.0/24,2023-12-12,,,,,AS26506;AS26506,AR,AR
LACNIC,,200.115.240.0/20,200.115.253.0/24,2023-12-12,,,,,AS26506,AR,AR
LACNIC,,200.119.128.0/20,200.119.142.0/24,2023-05-15,,,,,AS52451,GT,GT
LACNIC,,200.123.192.0/20,200.123.207.0/24,2023-02-05,,,,,AS6461,AR,US
LACNIC,,201.139.208.0/21,201.139.213.0/24,2020-12-17,,,,,AS265554,MX,MX
LACNIC,,201.182.184.0/22,201.182.187.0/24,2023-03-17,,,,,AS272792,BR,BR
LACNIC,,201.218.192.0/19,201.218.212.0/24,2014-04-04,,,,,AS28031,PA,PA
LACNIC,,201.220.0.0/20,201.220.10.0/24,2011-10-18,,,,,AS20940,SX,US
