source,org-name,prefix_root,prefix,created,netname,org,mnt-by,last-modified,exact_origin,country_root,country
AFRINIC,Nile Online,217.52.0.0/14,217.52.16.0/24,,EG-AUC,,O-MAHMOUD,,AS36992;AS36992,EG,EG
AFRINIC,Nile Online,217.52.0.0/14,217.52.200.0/24,,EG-ASC,,O-MAHMOUD,,AS36992,EG,EG
AFRINIC,Nile Online,217.52.0.0/14,217.52.80.0/24,,EG-AMCHAM,,O-MAHMOUD,,AS36992,EG,EG
AFRINIC,Nile Online,62.114.0.0/16,62.114.252.0/24,,EG-NILEONLINE,,O-MAHMOUD,,AS36992,EG,EG
AFRINIC,Nile Online,62.114.0.0/16,62.114.253.0/24,,EG-NILEONLINE,,O-MAHMOUD,,AS36992,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.97.0/24,,MCIT,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.99.0/24,,MCIT-Projects,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.102.0/24,,EGY-ERTU,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.104.0/24,,MCIT-eGOV,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.103.0/24,,MCIT-eGOV,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.105.0/24,,MCIT-eGOV,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.106.0/24,,NTRA,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.107.0/24,,MCIT_Network,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.108.0/24,,MCIT_Network,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.109.0/24,,MCIT_Network,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,Ministry of Communications and Information Technology,81.21.96.0/20,81.21.96.0/24,,NTRA-SUBNET2,,CAIX-MNT,,AS31065,EG,EG
AFRINIC,South African Post Office,165.8.0.0/14,165.8.0.0/16,,SAPOSNET1,,TF-165-8-0-0-165-11-255-255-MNT,,AS5713,ZA,ZA
AFRINIC,Nile Online,84.36.0.0/16,84.36.40.0/21,,Premium-IP-Alex,ORG-EA19-AFRINIC,EGYNET-MNT,,AS36992,EG,EG
AFRINIC,Nile Online,84.36.0.0/16,84.36.64.0/21,,Premium-IP-Tanta,ORG-EA19-AFRINIC,EGYNET-MNT,,AS36992,EG,EG
AFRINIC,Nile Online,84.36.0.0/16,84.36.104.0/24,,Premium-IP-Cairo,ORG-EA19-AFRINIC,EGYNET-MNT,,AS36992,EG,EG
AFRINIC,Nile Online,84.36.0.0/16,84.36.109.0/24,,Premium-IP-Alex,ORG-EA19-AFRINIC,EGYNET-MNT,,AS36992,EG,EG
AFRINIC,Nile Online,84.36.0.0/16,84.36.110.0/23,,Premium-IP-Alex,ORG-EA19-AFRINIC,EGYNET-MNT,,AS36992,EG,EG
AFRINIC,IDSC,163.121.0.0/16,163.121.128.0/17,,TE-DATA-Network,ORG-IA17-AFRINIC,AFRINIC-HM-MNT IDSC-RIPE-MNT,,AS8452,EG,EG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.64.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.71.0/24,,VISAFONE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.65.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.67.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.68.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.70.0/24,,Cyberspace,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.72.0/24,,Cyberspace,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.73.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.74.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.75.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.76.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.77.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.78.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.79.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.80.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.81.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.82.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.84.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.86.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.87.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.88.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.89.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.90.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.91.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.92.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.93.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.94.0/24,,CYBESPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.95.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Cyberspace Limited,212.100.64.0/19,212.100.66.0/24,,CYBERSPACE,,LIR-NG-CYBERSPACE-MNT,,AS20598,NG,NG
AFRINIC,Inq. Digital Nigeria,217.14.80.0/20,217.14.84.0/24,,GATEWAY_CAMEROUN_CLIENT,,GST-NG,,AS37672,NG,CM
AFRINIC,The Cloud Crew (Pty) Ltd,169.255.32.0/22,169.255.33.0/24,,LiquidCloud,,LIQUIDCLOUD-MNT,,AS328446,ZA,ZA
AFRINIC,The Cloud Crew (Pty) Ltd,169.255.32.0/22,169.255.34.0/24,,LiquidCloud,,LIQUIDCLOUD-MNT,,AS328446,ZA,ZA
AFRINIC,The Cloud Crew (Pty) Ltd,169.255.32.0/22,169.255.35.0/24,,LiquidCloud,,LIQUIDCLOUD-MNT,,AS328446,ZA,ZA
AFRINIC,123 Internetworks (Pty) Ltd,169.255.36.0/22,169.255.36.0/24,,NET-123-SUBSCRIBERS,,INTERNETWORK-MNT,,AS61092,ZA,ZA
AFRINIC,123 Internetworks (Pty) Ltd,169.255.36.0/22,169.255.37.0/24,,NET-123-SUBSCRIBERS,,INTERNETWORK-MNT,,AS61092,ZA,ZA
AFRINIC,123 Internetworks (Pty) Ltd,169.255.36.0/22,169.255.38.0/23,,NET-123-SUBSCRIBERS,,INTERNETWORK-MNT,,AS61092,ZA,ZA
AFRINIC,Orioncom SPRL,169.255.64.0/22,169.255.67.0/24,,VSAT_Links,,Orioncom-mnt,,AS29286,CD,CD
AFRINIC,Orioncom SPRL,169.255.64.0/22,169.255.66.0/24,,VSAT_System,,Orioncom-mnt,,AS61429,CD,CD
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.168.0.0/16,,MarocTelecom4G,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.169.0.0/16,,MarocTelecom4G,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.170.0.0/16,,MarocTelecom4G,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.175.0.0/16,,Wifi_Offload,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.171.0.0/16,,MarocTelecom4G,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.173.0.0/16,,MarocTelecom4G,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.174.0.0/16,,pool_Menara,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,160.160.0.0/12,160.172.0.0/16,,RABAT_3G_MarocTelecom,,ONPT-MNT,,AS6713,MA,MA
AFRINIC,Zappie Africa LTD,169.239.128.0/22,169.239.128.0/23,,ZAPPIE-HOST-ZA-1,,ZAPPIE-MNT,,AS61138,SC,ZA
AFRINIC,Zappie Africa LTD,169.239.128.0/22,169.239.130.0/24,,L-HOSTMAYO,,ZAPPIE-MNT,,AS49870,SC,ZA
AFRINIC,Zappie Africa LTD,169.239.128.0/22,169.239.131.0/24,,ANTBOX,,ZAPPIE-MNT,,AS138995,SC,ZA
AFRINIC,ORANGE RDC,169.255.204.0/22,169.255.204.0/24,,Orange-RDC,,CongoChine-MNT,,AS37447,CD,CD
AFRINIC,ORANGE RDC,169.255.204.0/22,169.255.205.0/24,,Orange6RDC,,CongoChine-MNT,,AS37447,CD,CD
AFRINIC,ORANGE RDC,169.255.204.0/22,169.255.206.0/24,,Orange-RDC,,CongoChine-MNT,,AS37447,CD,CD
AFRINIC,ORANGE RDC,169.255.204.0/22,169.255.207.0/24,,Orange-RDC,,CongoChine-MNT,,AS37447,CD,CD
AFRINIC,iPi9,169.159.0.0/18,169.159.0.0/19,,iPi9-HOME-USERS-WIMAX1,,IPI9-MNT,,AS37390;AS37390;AS37390;AS37390,GA,GA
AFRINIC,iPi9,169.159.0.0/18,169.159.32.0/19,,iPi9-HOME-USERS-WIMAX2,,IPI9-MNT,,AS37390,GA,GA
AFRINIC,Zappie Africa LTD,169.239.200.0/22,169.239.200.0/24,,CUST-PREFIX,,ZAPPIE-MNT,,AS203061,SC,ZA
AFRINIC,Zappie Africa LTD,169.239.200.0/22,169.239.201.0/24,,CUST-PREFIX,,ZAPPIE-MNT,,AS203061,SC,ZA
AFRINIC,Zappie Africa LTD,169.239.200.0/22,169.239.203.0/24,,CUST-PREFIX,,ZAPPIE-MNT,,AS203061,SC,ZA
AFRINIC,Zappie Africa LTD,169.239.200.0/22,169.239.202.0/24,,FUSLVZ-IPV4-4,,ZAPPIE-MNT FUSL-MNT,,AS204136,SC,ZA
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.234.0.0/16,,ICIDC_Limited,,CIL1-MNT LARUS-SERVICE-MNT,,AS138415,SC,HK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.20.0/24,,Bunny_Technology_LLC,,CIL1-MNT LARUS-SERVICE-MNT,,AS5065,SC,US
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.21.0/24,,Bunny_Technology_LLC,,CIL1-MNT LARUS-SERVICE-MNT,,AS5065,SC,US
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.22.0/24,,Bunny_Technology_LLC,,CIL1-MNT LARUS-SERVICE-MNT,,AS5065,SC,US
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.23.0/24,,Bunny_Technology_LLC,,CIL1-MNT LARUS-SERVICE-MNT,,AS5065,SC,US
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.28.0/24,,Optifibra_Network,,CIL1-MNT LARUS-SERVICE-MNT,,AS28419,SC,MX
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.29.0/24,,Optifibra_Network,,CIL1-MNT LARUS-SERVICE-MNT,,AS28419,SC,MX
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.30.0/24,,Optifibra_Network,,CIL1-MNT LARUS-SERVICE-MNT,,AS28419,SC,MX
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.31.0/24,,Optifibra_Network,,CIL1-MNT LARUS-SERVICE-MNT,,AS28419,SC,MX
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.32.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.33.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.34.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.35.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.36.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.37.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.38.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.39.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.40.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.41.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.42.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.43.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.44.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.45.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.46.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.47.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.48.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.49.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.50.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.51.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.52.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.53.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.54.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.55.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.56.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.57.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.58.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.59.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.60.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.61.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.62.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.63.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.128.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,IN
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.129.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.130.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.131.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.132.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.133.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.134.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.135.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.136.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.137.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.138.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,SG
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.139.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,BR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.140.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,BR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.141.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,BR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.142.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,BR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.143.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,BR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.144.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,PE
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.145.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,PE
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.146.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,PE
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.147.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,PE
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.148.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,PE
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.149.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.150.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.151.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.152.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.153.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.154.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.155.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.156.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.157.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.158.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,FR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.159.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,AU
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.160.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,AU
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.161.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.162.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.163.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.164.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.165.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.166.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.167.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,LK
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.168.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,KR
AFRINIC,Cloud Innovation Ltd,156.224.0.0/11,156.233.169.0/24,,IT_Hostline_LTD,,CIL1-MNT LARUS-SERVICE-MNT,,AS44559,SC,KR
