origin,time,time_utc_str,peer_asn,peer_ip,prefix,type,as_path
36459,1519838792.0,2018-02-28 17:26:32,1836,146.228.1.3,192.30.252.0/22,A,"['1836', '32787', '36459', '36459']"
36459,1519838793.0,2018-02-28 17:26:33,15562,165.254.255.2,192.30.255.0/24,A,"['15562', '2914', '1299', '36459', '36459']"
36459,1519838793.0,2018-02-28 17:26:33,15562,165.254.255.2,192.30.254.0/24,A,"['15562', '2914', '1299', '36459', '36459']"
36459,1519838796.0,2018-02-28 17:26:36,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838796.0,2018-02-28 17:26:36,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838796.0,2018-02-28 17:26:36,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/22,A,"['15562', '2914', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.253.0/24,A,"['15562', '2914', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/23,A,"['15562', '2914', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/24,A,"['15562', '2914', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/22,A,"['15562', '2914', '32787', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.253.0/24,A,"['15562', '2914', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/23,A,"['15562', '2914', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,15562,165.254.255.2,192.30.252.0/24,A,"['15562', '2914', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,8758,212.25.27.44,192.30.252.0/22,A,"['8758', '8220', '32787', '36459', '36459']"
36459,1519838797.0,2018-02-28 17:26:37,7018,12.0.1.63,192.30.253.0/24,A,"['7018', '2828', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,3333,193.0.0.56,192.30.253.0/24,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,8758,212.25.27.44,192.30.252.0/23,A,"['8758', '8220', '3356', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,8758,212.25.27.44,192.30.252.0/24,A,"['8758', '8220', '3356', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,7018,12.0.1.63,192.30.252.0/23,A,"['7018', '3356', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,7018,12.0.1.63,192.30.252.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838798.0,2018-02-28 17:26:38,7018,12.0.1.63,192.30.253.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,3333,193.0.0.56,192.30.254.0/24,A,"['3333', '1273', '1299', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,3333,193.0.0.56,192.30.255.0/24,A,"['3333', '1273', '1299', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,8758,212.25.27.44,192.30.254.0/23,A,"['8758', '8220', '3356', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,8758,212.25.27.44,192.30.253.0/24,A,"['8758', '8220', '3356', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,7018,12.0.1.63,192.30.254.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838799.0,2018-02-28 17:26:39,7018,12.0.1.63,192.30.255.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838800.0,2018-02-28 17:26:40,15562,165.254.255.2,192.30.252.0/24,A,"['15562', '2914', '3356', '36459', '36459']"
36459,1519838800.0,2018-02-28 17:26:40,15562,165.254.255.2,192.30.253.0/24,A,"['15562', '2914', '3356', '36459', '36459']"
36459,1519838800.0,2018-02-28 17:26:40,15562,165.254.255.2,192.30.255.0/24,A,"['15562', '2914', '3356', '36459', '36459']"
36459,1519838800.0,2018-02-28 17:26:40,15562,165.254.255.2,192.30.254.0/24,A,"['15562', '2914', '3356', '36459', '36459']"
36459,1519838800.0,2018-02-28 17:26:40,15562,165.254.255.2,192.30.252.0/23,A,"['15562', '2914', '3356', '36459', '36459']"
36459,1519838801.0,2018-02-28 17:26:41,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838801.0,2018-02-28 17:26:41,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838801.0,2018-02-28 17:26:41,3333,193.0.0.56,192.30.253.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838801.0,2018-02-28 17:26:41,3333,193.0.0.56,192.30.255.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838801.0,2018-02-28 17:26:41,3333,193.0.0.56,192.30.254.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,3333,193.0.0.56,192.30.255.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,3333,193.0.0.56,192.30.254.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,7018,12.0.1.63,192.30.252.0/23,A,"['7018', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,7018,12.0.1.63,192.30.254.0/24,A,"['7018', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,7018,12.0.1.63,192.30.255.0/24,A,"['7018', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,7018,12.0.1.63,192.30.253.0/24,A,"['7018', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,7018,12.0.1.63,192.30.252.0/24,A,"['7018', '1299', '36459', '36459']"
36459,1519838802.0,2018-02-28 17:26:42,50300,176.12.110.8,192.30.252.0/22,A,"['50300', '32787', '36459', '36459']"
36459,1519838803.0,2018-02-28 17:26:43,3333,193.0.0.56,192.30.254.0/24,A,"['3333', '1273', '1299', '36459', '36459']"
36459,1519838803.0,2018-02-28 17:26:43,3333,193.0.0.56,192.30.255.0/24,A,"['3333', '1273', '1299', '36459', '36459']"
36459,1519838803.0,2018-02-28 17:26:43,7018,12.0.1.63,192.30.254.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838803.0,2018-02-28 17:26:43,7018,12.0.1.63,192.30.255.0/24,A,"['7018', '3356', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838804.0,2018-02-28 17:26:44,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838805.0,2018-02-28 17:26:45,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838805.0,2018-02-28 17:26:45,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838805.0,2018-02-28 17:26:45,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838805.0,2018-02-28 17:26:45,3333,193.0.0.56,192.30.252.0/22,A,"['3333', '1103', '32787', '36459', '36459']"
36459,1519838805.0,2018-02-28 17:26:45,3333,193.0.0.56,192.30.254.0/23,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838806.0,2018-02-28 17:26:46,7018,12.0.1.63,192.30.252.0/22,A,"['7018', '3356', '36459', '36459']"
36459,1519838806.0,2018-02-28 17:26:46,7018,12.0.1.63,192.30.254.0/23,A,"['7018', '3356', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.253.0/24,A,"['57821', '12586', '3257', '1299', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.252.0/24,A,"['57821', '12586', '3257', '1299', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.252.0/23,A,"['57821', '12586', '3257', '1299', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.252.0/22,A,"['57821', '12586', '3257', '3356', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.254.0/23,A,"['57821', '12586', '3257', '3356', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.255.0/24,A,"['57821', '12586', '3257', '3356', '36459', '36459']"
36459,1519838808.0,2018-02-28 17:26:48,57821,193.160.39.1,192.30.254.0/24,A,"['57821', '12586', '3257', '3356', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.253.0/24,A,"['3333', '1257', '1299', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.252.0/23,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.252.0/24,A,"['3333', '1103', '2603', '36459', '36459']"
36459,1519838812.0,2018-02-28 17:26:52,3333,193.0.0.56,192.30.253.0/24,A,"['3333', '1103', '2603', '36459', '36459']"
