time,time_utc_str,peer_asn,peer_ip,prefix
1519838855.0,2018-02-28 17:27:35,7018,12.0.1.63,192.30.252.0/23
1519838855.0,2018-02-28 17:27:35,7018,12.0.1.63,192.30.252.0/22
1519838855.0,2018-02-28 17:27:35,7018,12.0.1.63,192.30.253.0/24
