origin,time,time_utc_str,peer_asn,peer_ip,prefix,type,as_path
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.17.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.18.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.19.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.32.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.33.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.34.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.35.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.56.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.57.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.58.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.59.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830676.0,2018-02-28 15:11:16,198385,91.206.52.109,72.52.56.0/22,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.143.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.142.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.140.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.139.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.138.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.137.0/24,A,"['198385', '174', '6453', '32787']"
32787,1519830707.0,2018-02-28 15:11:47,198385,91.206.52.109,209.200.136.0/24,A,"['198385', '174', '6453', '32787']"
132787,1519830853.0,2018-02-28 15:14:13,6423,198.32.195.30,103.31.212.0/24,A,"['6423', '6461', '1273', '55410', '10029', '10029', '132787']"
132787,1519830866.0,2018-02-28 15:14:26,48526,212.66.71.4,103.31.212.0/24,A,"['48526', '1299', '6453', '4755', '10029', '132787']"
132787,1519830867.0,2018-02-28 15:14:27,48526,37.49.237.46,103.31.212.0/24,A,"['48526', '1299', '6453', '4755', '10029', '132787']"
132787,1519830914.0,2018-02-28 15:15:14,6423,198.32.195.30,103.31.212.0/24,A,"['6423', '209', '6453', '4755', '10029', '132787']"
132787,1519831156.0,2018-02-28 15:19:16,27446,198.32.132.160,103.31.212.0/24,A,"['27446', '27446', '2828', '6453', '4755', '10029', '132787']"
132787,1519831184.0,2018-02-28 15:19:44,5396,217.29.66.4,103.31.212.0/24,A,"['5396', '6762', '6453', '4755', '10029', '132787']"
32787,1519831203.0,2018-02-28 15:20:03,3303,217.192.89.50,2.17.218.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831203.0,2018-02-28 15:20:03,3303,217.192.89.50,69.192.6.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831203.0,2018-02-28 15:20:03,3303,217.192.89.50,209.200.156.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831234.0,2018-02-28 15:20:34,3303,217.192.89.50,2.17.218.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831234.0,2018-02-28 15:20:34,3303,217.192.89.50,69.192.6.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831234.0,2018-02-28 15:20:34,3303,217.192.89.50,209.200.156.0/24,A,"['3303', '7473', '7474', '32787']"
32787,1519831265.0,2018-02-28 15:21:05,3303,217.192.89.50,2.17.218.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
32787,1519831265.0,2018-02-28 15:21:05,3303,217.192.89.50,69.192.6.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
32787,1519831265.0,2018-02-28 15:21:05,3303,217.192.89.50,209.200.156.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
132787,1519831425.0,2018-02-28 15:23:45,5396,217.29.66.4,103.31.212.0/24,A,"['5396', '6762', '6453', '4755', '10029', '132787']"
132787,1519831495.0,2018-02-28 15:24:55,3741,168.209.255.56,103.31.212.0/24,A,"['3741', '3356', '6453', '4755', '10029', '132787']"
132787,1519831536.0,2018-02-28 15:25:36,30844,196.223.14.55,103.31.212.0/24,A,"['30844', '6453', '4755', '10029', '132787']"
132787,1519831537.0,2018-02-28 15:25:37,30844,196.60.8.215,103.31.212.0/24,A,"['30844', '6453', '4755', '10029', '132787']"
132787,1519831571.0,2018-02-28 15:26:11,34019,37.49.236.71,103.31.212.0/24,A,"['34019', '3303', '6453', '4755', '10029', '132787']"
132787,1519831572.0,2018-02-28 15:26:12,3303,217.192.89.50,103.31.212.0/24,A,"['3303', '6453', '4755', '10029', '132787']"
132787,1519831582.0,2018-02-28 15:26:22,35054,192.65.185.243,103.31.212.0/24,A,"['35054', '3303', '6453', '4755', '10029', '132787']"
132787,1519831588.0,2018-02-28 15:26:28,29222,192.65.185.140,103.31.212.0/24,A,"['29222', '3303', '6453', '4755', '10029', '132787']"
132787,1519831590.0,2018-02-28 15:26:30,23367,206.223.119.154,103.24.175.0/24,A,"['23367', '6461', '6453', '4755', '10029', '132787']"
132787,1519831595.0,2018-02-28 15:26:35,11666,206.126.236.24,103.31.212.0/24,A,"['11666', '3356', '6453', '4755', '10029', '132787']"
132787,1519831636.0,2018-02-28 15:27:16,45352,210.5.41.225,103.24.175.0/24,A,"['45352', '4657', '6453', '4755', '10029', '132787']"
132787,1519831659.0,2018-02-28 15:27:39,53828,208.115.136.220,103.31.212.0/24,A,"['53828', '3257', '6453', '4755', '10029', '132787']"
132787,1519831663.0,2018-02-28 15:27:43,53828,198.32.132.155,103.31.212.0/24,A,"['53828', '3257', '6453', '4755', '10029', '132787']"
132787,1519831767.0,2018-02-28 15:29:27,2895,195.208.208.36,103.31.212.0/24,A,"['2895', '29226', '20485', '6453', '4755', '10029', '132787']"
132787,1519831774.0,2018-02-28 15:29:34,11666,206.126.236.24,103.24.175.0/24,A,"['11666', '3356', '6453', '4755', '10029', '132787']"
132787,1519831949.0,2018-02-28 15:32:29,7575,198.32.176.177,103.31.212.0/24,A,"['7575', '6461', '6453', '4755', '10029', '132787']"
132787,1519831949.0,2018-02-28 15:32:29,11039,206.126.236.172,103.31.212.0/24,A,"['11039', '6461', '6453', '4755', '10029', '132787']"
132787,1519831958.0,2018-02-28 15:32:38,23367,206.223.119.154,103.31.212.0/24,A,"['23367', '6461', '6453', '4755', '10029', '132787']"
132787,1519831973.0,2018-02-28 15:32:53,32212,206.197.187.16,103.31.212.0/24,A,"['32212', '6461', '6453', '4755', '10029', '132787']"
132787,1519832093.0,2018-02-28 15:34:53,32212,206.197.187.16,103.31.212.0/24,A,"['32212', '6461', '6453', '4755', '10029', '132787']"
132787,1519832170.0,2018-02-28 15:36:10,11666,206.126.236.24,103.31.212.0/24,A,"['11666', '3257', '6453', '4755', '10029', '132787']"
132787,1519832173.0,2018-02-28 15:36:13,23367,206.223.119.154,103.31.212.0/24,A,"['23367', '6461', '6453', '4755', '10029', '132787']"
132787,1519832352.0,2018-02-28 15:39:12,53828,208.115.136.220,103.31.212.0/24,A,"['53828', '3257', '6453', '4755', '10029', '132787']"
132787,1519832355.0,2018-02-28 15:39:15,53828,198.32.132.155,103.31.212.0/24,A,"['53828', '3257', '6453', '4755', '10029', '132787']"
132787,1519832474.0,2018-02-28 15:41:14,53828,208.115.136.220,103.31.212.0/24,A,"['53828', '3257', '6453', '4755', '10029', '132787']"
32787,1519832894.0,2018-02-28 15:48:14,3303,217.192.89.50,2.17.218.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
32787,1519832894.0,2018-02-28 15:48:14,3303,217.192.89.50,69.192.6.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
32787,1519832894.0,2018-02-28 15:48:14,3303,217.192.89.50,209.200.156.0/24,A,"['3303', '6939', '7545', '2764', '32787']"
32787,1519832988.0,2018-02-28 15:49:48,34019,37.49.236.71,72.52.24.0/22,A,"['34019', '29075', '6453', '32787']"
32787,1519832988.0,2018-02-28 15:49:48,34019,37.49.236.71,209.200.168.0/21,A,"['34019', '29075', '6453', '32787']"
32787,1519832988.0,2018-02-28 15:49:48,34019,37.49.236.71,209.200.144.0/21,A,"['34019', '29075', '6453', '32787']"
32787,1519832999.0,2018-02-28 15:49:59,34019,37.49.236.71,72.52.60.0/23,A,"['34019', '29075', '6453', '32787']"
32787,1519832999.0,2018-02-28 15:49:59,34019,37.49.236.71,72.52.20.0/22,A,"['34019', '29075', '6453', '32787']"
32787,1519832999.0,2018-02-28 15:49:59,34019,37.49.236.71,209.200.176.0/21,A,"['34019', '29075', '6453', '32787']"
32787,1519832999.0,2018-02-28 15:49:59,34019,37.49.236.71,209.200.160.0/22,A,"['34019', '29075', '6453', '32787']"
32787,1519832999.0,2018-02-28 15:49:59,34019,37.49.236.71,209.200.158.0/23,A,"['34019', '29075', '6453', '32787']"
32787,1519833067.0,2018-02-28 15:51:07,34019,37.49.236.71,72.52.56.0/22,A,"['34019', '29075', '6453', '32787']"
32787,1519833095.0,2018-02-28 15:51:35,34019,37.49.236.71,2.17.192.0/22,A,"['34019', '29075', '6453', '32787']"
32787,1519833095.0,2018-02-28 15:51:35,34019,37.49.236.71,72.52.48.0/21,A,"['34019', '29075', '6453', '32787']"
132787,1519833121.0,2018-02-28 15:52:01,29140,80.81.194.59,103.31.212.0/24,A,"['29140', '3257', '6453', '4755', '10029', '132787']"
132787,1519833121.0,2018-02-28 15:52:01,3257,80.81.192.30,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833121.0,2018-02-28 15:52:01,13237,193.203.0.91,103.31.212.0/24,A,"['13237', '3257', '6453', '4755', '10029', '132787']"
132787,1519833124.0,2018-02-28 15:52:04,3257,89.149.178.10,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833124.0,2018-02-28 15:52:04,3257,213.200.87.254,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833124.0,2018-02-28 15:52:04,3257,89.149.178.10,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833140.0,2018-02-28 15:52:20,13237,193.203.0.91,103.31.212.0/24,A,"['13237', '3257', '6453', '4755', '10029', '132787']"
132787,1519833140.0,2018-02-28 15:52:20,29140,80.81.194.59,103.31.212.0/24,A,"['29140', '3257', '6453', '4755', '10029', '132787']"
132787,1519833140.0,2018-02-28 15:52:20,3257,80.81.192.30,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833143.0,2018-02-28 15:52:23,3257,89.149.178.10,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833143.0,2018-02-28 15:52:23,3257,213.200.87.254,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833143.0,2018-02-28 15:52:23,3257,89.149.178.10,103.31.212.0/24,A,"['3257', '6453', '4755', '10029', '132787']"
132787,1519833161.0,2018-02-28 15:52:41,63956,45.112.244.1,103.31.212.0/24,A,"['63956', '3257', '6453', '4755', '10029', '132787']"
132787,1519833170.0,2018-02-28 15:52:50,8222,80.81.194.82,103.31.212.0/24,A,"['8222', '3320', '6453', '4755', '10029', '132787']"
132787,1519833341.0,2018-02-28 15:55:41,38883,119.63.216.246,103.31.212.0/24,A,"['38883', '4826', '15412', '6453', '4755', '10029', '132787']"
132787,1519833345.0,2018-02-28 15:55:45,38726,118.107.117.252,103.31.212.0/24,A,"['38726', '9957', '15412', '6453', '4755', '10029', '132787']"
132787,1519833345.0,2018-02-28 15:55:45,10026,45.127.172.44,103.31.212.0/24,A,"['10026', '4637', '6453', '4755', '10029', '132787']"
132787,1519833345.0,2018-02-28 15:55:45,38809,45.127.172.37,103.31.212.0/24,A,"['38809', '4826', '15412', '6453', '4755', '10029', '132787']"
132787,1519833350.0,2018-02-28 15:55:50,8222,80.81.194.82,103.24.175.0/24,A,"['8222', '3320', '6453', '4755', '10029', '132787']"
132787,1519833357.0,2018-02-28 15:55:57,4826,45.127.172.74,103.31.212.0/24,A,"['4826', '15412', '6453', '4755', '10029', '132787']"
132787,1519833358.0,2018-02-28 15:55:58,10026,202.147.61.12,103.31.212.0/24,A,"['10026', '4637', '6453', '4755', '10029', '132787']"
132787,1519833394.0,2018-02-28 15:56:34,35054,192.65.185.243,103.24.175.0/24,A,"['35054', '3356', '6453', '4755', '10029', '132787']"
132787,1519833492.0,2018-02-28 15:58:12,15605,217.29.66.120,103.31.212.0/24,A,"['15605', '3356', '6453', '4755', '10029', '132787']"
32787,1519833775.0,2018-02-28 16:02:55,4589,206.126.236.10,2.17.192.0/22,A,"['4589', '2914', '32787']"
32787,1519833775.0,2018-02-28 16:02:55,4589,206.126.236.10,2.17.192.0/24,A,"['4589', '2914', '32787']"
32787,1519833775.0,2018-02-28 16:02:55,4589,206.126.236.10,2.17.195.0/24,A,"['4589', '2914', '32787']"
32787,1519833775.0,2018-02-28 16:02:55,4589,206.126.236.10,2.17.194.0/24,A,"['4589', '2914', '32787']"
32787,1519833776.0,2018-02-28 16:02:56,4589,206.126.236.10,2.17.193.0/24,A,"['4589', '2914', '32787']"
32787,1519833776.0,2018-02-28 16:02:56,4589,206.126.236.10,2.21.175.0/24,A,"['4589', '2914', '32787']"
32787,1519833779.0,2018-02-28 16:02:59,6830,206.126.236.117,2.17.218.0/24,A,"['6830', '1299', '7545', '2764', '32787']"
32787,1519833782.0,2018-02-28 16:03:02,11666,206.126.236.24,2.17.218.0/24,A,"['11666', '6939', '7545', '2764', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.192.0/24,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.192.0/22,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.195.0/24,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.21.175.0/24,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.193.0/24,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.194.0/24,A,"['6830', '2914', '32787']"
32787,1519833786.0,2018-02-28 16:03:06,6830,206.126.236.104,2.17.218.0/24,A,"['6830', '6939', '7545', '2764', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.17.195.0/24,A,"['3257', '6453', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.17.192.0/22,A,"['3257', '6453', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.17.192.0/24,A,"['3257', '6453', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.17.194.0/24,A,"['3257', '6453', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.17.193.0/24,A,"['3257', '6453', '32787']"
32787,1519833793.0,2018-02-28 16:03:13,3257,206.126.236.19,2.21.175.0/24,A,"['3257', '6453', '32787']"
32787,1519833801.0,2018-02-28 16:03:21,4589,206.126.236.10,2.17.218.0/24,A,"['4589', '7473', '7474', '32787']"
32787,1519833801.0,2018-02-28 16:03:21,4589,206.126.236.10,69.192.6.0/24,A,"['4589', '7473', '7474', '32787']"
32787,1519833801.0,2018-02-28 16:03:21,4589,206.126.236.10,209.200.156.0/24,A,"['4589', '7473', '7474', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.17.192.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.17.194.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.17.193.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.21.175.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.17.195.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,2.17.192.0/22,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,41.137.107.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,63.251.64.0/23,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,64.254.26.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,62.255.142.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.24.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.25.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.26.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.27.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.24.0/22,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.4.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.20.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.21.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.22.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.60.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.61.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.20.0/22,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.60.0/23,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.0.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.5.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.6.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.7.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.8.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.9.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.10.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.11.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.12.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.13.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.14.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.15.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,78.110.16.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,78.110.27.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,81.174.71.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.48.0/21,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.48.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.49.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.50.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.51.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.52.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.53.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.54.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.55.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.28.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.29.0/24,A,"['6830', '1299', '32787']"
32787,1519833807.0,2018-02-28 16:03:27,6830,206.126.236.117,72.52.30.0/24,A,"['6830', '1299', '32787']"
