prefix,provider,origin,time,as_path,scrubber
5.108.48.0/20,48237,35819,1733193424.0,"['396998', '9002', '48237', '35819']",396998
5.108.48.0/20,48237,35819,1733194314.0,"['396998', '9002', '48237', '35819']",396998
