prefix,provider,origin,time,as_path,scrubber
31.6.47.0/24,396998,30644,1733216788,"['45896', '396998', '30644']",396998
31.6.47.0/24,60068,212238,1733217939,"['13781', '1299', '3491', '60068', '212238']",60068
31.6.47.0/24,396998,30644,1733219164,"['209650', '34927', '1299', '3257', '396998', '30644']",396998
31.6.47.0/24,396998,30644,1733219165,"['34927', '396998', '30644']",396998
