prefix,provider,origin,time,as_path,scrubber
66.118.232.0/22,13335,399244,1733188351.0,"['13030', '13335', '399244']",13335
66.118.232.0/22,13335,399244,1733188989.0,"['6830', '13335', '399244']",13335
