prefix,provider,origin,time,as_path,scrubber
45.11.76.0/22,55933,55933,1733211296.0,"['199524', '6939', '55933', '55933', '55933']",199524
45.11.78.0/24,23961,134823,1733212333.0,"['49673', '20485', '137409', '23961', '134823']",137409
