prefix,provider,origin,time,as_path,scrubber
69.10.42.0/24,396998,19318,1733218857.0,"['35280', '396998', '19318']","396998,35280"
69.10.42.0/24,396998,19318,1733218857.0,"['199524', '1299', '3257', '396998', '19318']","396998,199524"
69.10.42.0/24,396998,19318,1733218857.0,"['48362', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['1828', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['39122', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['42473', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['207841', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['62167', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['34927', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['34927', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['6424', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['6233', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['3214', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['917', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['917', '25369', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['917', '3214', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['3170', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['271253', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['37721', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['49432', '48362', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['58057', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['17639', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['29504', '15935', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['852', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['57695', '60068', '1299', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218857.0,"['34288', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['210937', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['34927', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['34927', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['58057', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['213151', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['6233', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218857.0,"['48362', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['57695', '60068', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['57695', '60068', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['210937', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24961', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '24748', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '47160', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '29169', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29140', '286', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29140', '286', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58299', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['64475', '3320', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58299', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['48919', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['48919', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['35598', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['206356', '3320', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['205112', '13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['25220', '29551', '5405', '396998', '19318']","5405,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['6233', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['25220', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['25220', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '33891', '33891', '33891', '33891', '33891', '33891', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '33891', '33891', '33891', '33891', '33891', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['202365', '50673', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['22652', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['22652', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['44393', '58057', '50673', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['44393', '394256', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['44393', '394256', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['44393', '58057', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['20205', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['204092', '34019', '47160', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['131477', '60068', '1299', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['131477', '60068', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['131477', '65511', '140096', '917', '60068', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['34927', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34800', '58057', '50673', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34854', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34854', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34854', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['204092', '34019', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['204092', '34019', '29169', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['15562', '2914', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['202365', '206499', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['206499', '34549', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13830', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13830', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['1403', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['1403', '577', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13830', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29504', '15935', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['57821', '12586', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['7018', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['7018', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['61218', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34927', '56655', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['3333', '1103', '2603', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['286', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['36924', '35280', '396998', '19318']","396998,35280"
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6830', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['3214', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['57406', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['209650', '34927', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['49544', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['199938', '201709', '5405', '396998', '19318']","5405,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['199938', '201709', '5405', '396998', '19318']","5405,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['199938', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['199938', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['41047', '24961', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['42541', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['42541', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['1103', '2603', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6830', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6453', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8283', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['205206', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8455', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6233', '3214', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['39351', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['399580', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['513', '6730', '6730', '6830', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29222', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29222', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['15547', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6730', '6830', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '1299', '1299', '1299', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '33891', '33891', '33891', '33891', '33891', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '2914', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['5392', '50877', '62275', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['5392', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['20811', '2914', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['12637', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['12637', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['9304', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['20764', '12389', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['20764', '12389', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['35598', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '24748', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['41722', '12389', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['41722', '20485', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['2914', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['7575', '2914', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6424', '6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['263152', '264409', '6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['42473', '16735', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['52873', '12956', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '7195', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '7195', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280"
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280"
69.10.42.0/24,396998,19318,1733218858.0,"['271253', '6762', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['271253', '10429', '12956', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['13786', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '12956', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '6762', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['264479', '53087', '12956', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['20080', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['52320', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['37271', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '5511', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '5511', '3257', '396998', '19318']","60068,396998"
69.10.42.0/24,396998,19318,1733218858.0,"['37271', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['327804', '5713', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['199524', '37100', '396998', '19318']","396998,199524"
69.10.42.0/24,396998,19318,1733218858.0,"['327960', '327782', '37100', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['37239', '5713', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['37239', '37468', '12956', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['32653', '3741', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['32653', '3741', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51873', '6939', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['51873', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8758', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8758', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['48362', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['59414', '13030', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['59414', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['29691', '8758', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['12307', '29691', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['12307', '29691', '8758', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['196621', '8758', '3303', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['196621', '8758', '9002', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['50628', '35280', '396998', '19318']","396998,35280"
69.10.42.0/24,396998,19318,1733218858.0,"['8426', '6453', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8426', '3356', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['35426', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '47160', '6461', '3257', '396998', '19318']",396998
