prefix,provider,origin,time,as_path,scrubber
104.28.205.0/24,37721,13335,1733252610.0,"['37721', '13335']",13335
104.16.0.0/12,3356,13335,1733253589.0,"['32653', '3741', '3356', '13335']",13335
104.16.0.0/12,2914,13335,1733253766.0,"['32653', '3741', '2914', '13335']",13335
104.28.205.0/24,37721,13335,1733253911.0,"['37721', '13335']",13335
