prefix,provider,origin,time,as_path,scrubber
31.214.212.0/22,174,34309,1733196752.0,"['149794', '132559', '9498', '174', '34309']",34309
31.214.212.0/22,13030,34309,1733197182.0,"['13030', '34309']",34309
