prefix,provider,origin,time,as_path,scrubber
35.202.0.0/15,15169,396982,1733244965.0,"['35280', '15169', '396982']",35280
35.200.0.0/14,15169,396982,1733244965.0,"['35280', '15169', '396982']",35280
35.202.240.0/20,15169,396982,1733244966.0,"['35280', '15169', '396982']",35280
