Unnamed: 0,prefix,provider,origin,time,as_path,scrubber
651,69.10.42.0/24,396998,19318,1733218868,"['56430', '9009', '396998', '19318']",396998
652,69.10.42.0/24,396998,19318,1733218868,"['14907', '6453', '4637', '396998', '19318']",396998
653,69.10.42.0/24,396998,19318,1733218868,"['138195', '3786', '4637', '396998', '19318']",396998
654,69.10.42.0/24,396998,19318,1733218868,"['45489', '1299', '3257', '396998', '19318']",396998
655,69.10.42.0/24,396998,19318,1733218869,"['138195', '3786', '4637', '396998', '19318']",396998
656,69.10.42.0/24,396998,19318,1733218869,"['132847', '1221', '4637', '396998', '19318']",396998
657,69.10.42.0/24,396998,19318,1733218869,"['38008', '3491', '4637', '396998', '19318']",396998
658,69.10.42.0/24,396998,19318,1733218869,"['46997', '38008', '3491', '4637', '396998', '19318']",396998
659,69.10.42.0/24,396998,19318,1733218869,"['15605', '41327', '396998', '19318']",396998
660,69.10.42.0/24,396998,19318,1733218869,"['50629', '396998', '19318']",396998
661,69.10.42.0/24,396998,19318,1733218869,"['3491', '3257', '396998', '19318']",396998
662,69.10.42.0/24,396998,19318,1733218869,"['50629', '396998', '19318']",396998
663,69.10.42.0/24,396998,19318,1733218869,"['680', '3356', '3356', '3257', '396998', '19318']",396998
664,69.10.42.0/24,396998,19318,1733218869,"['205112', '50629', '396998', '19318']",396998
665,69.10.42.0/24,396998,19318,1733218870,"['58057', '174', '3257', '396998', '19318']",396998
666,69.10.42.0/24,396998,19318,1733218870,"['57381', '42708', '42708', '1299', '3257', '396998', '19318']",396998
667,69.10.42.0/24,396998,19318,1733218870,"['58057', '174', '3257', '396998', '19318']",396998
668,69.10.42.0/24,396998,19318,1733218870,"['38001', '3491', '3257', '396998', '19318']",396998
669,69.10.42.0/24,396998,19318,1733218870,"['12350', '1299', '3257', '396998', '19318']",396998
670,69.10.42.0/24,396998,19318,1733218870,"['15547', '174', '3257', '396998', '19318']",396998
671,69.10.42.0/24,396998,19318,1733218870,"['28634', '4230', '3257', '396998', '19318']",396998
672,69.10.42.0/24,396998,19318,1733218870,"['58308', '59689', '29075', '396998', '19318']",396998
673,69.10.42.0/24,396998,19318,1733218870,"['53046', '10881', '1916', '396998', '19318']",396998
674,69.10.42.0/24,396998,19318,1733218870,"['57187', '15802', '396998', '19318']",396998
675,69.10.42.0/24,396998,19318,1733218871,"['207910', '34019', '25091', '396998', '19318']",396998
676,69.10.42.0/24,396998,19318,1733218871,"['134823', '3491', '4637', '396998', '19318']",396998
677,69.10.42.0/24,396998,19318,1733218871,"['134823', '3491', '4637', '396998', '19318']",396998
678,69.10.42.0/24,396998,19318,1733218871,"['31554', '3356', '3356', '3257', '396998', '19318']",396998
679,69.10.42.0/24,396998,19318,1733218871,"['34019', '25091', '396998', '19318']",396998
680,69.10.42.0/24,396998,19318,1733218871,"['12779', '396998', '19318']",396998
681,69.10.42.0/24,396998,19318,1733218871,"['15547', '174', '3257', '396998', '19318']",396998
682,69.10.42.0/24,396998,19318,1733218871,"['25091', '396998', '19318']",396998
683,69.10.42.0/24,396998,19318,1733218871,"['327983', '37497', '396998', '19318']",396998
684,69.10.42.0/24,396998,19318,1733218871,"['35266', '396998', '19318']",396998
685,69.10.42.0/24,396998,19318,1733218871,"['204092', '34019', '25091', '396998', '19318']",396998
686,69.10.42.0/24,396998,19318,1733218871,"['50628', '35280', '396998', '19318']","396998,35280"
687,69.10.42.0/24,396998,19318,1733218871,"['21412', '9002', '396998', '19318']",396998
688,69.10.42.0/24,396998,19318,1733218872,"['29680', '3257', '396998', '19318']",396998
689,69.10.42.0/24,396998,19318,1733218872,"['34019', '25091', '396998', '19318']",396998
690,69.10.42.0/24,396998,19318,1733218872,"['2500', '2914', '4637', '396998', '19318']",396998
691,69.10.42.0/24,396998,19318,1733218872,"['16347', '396998', '19318']",396998
692,69.10.42.0/24,396998,19318,1733218872,"['31554', '3356', '3356', '3257', '396998', '19318']",396998
693,69.10.42.0/24,396998,19318,1733218872,"['49544', '2914', '4637', '396998', '19318']",396998
694,69.10.42.0/24,396998,19318,1733218872,"['49544', '2914', '4637', '396998', '19318']",396998
695,69.10.42.0/24,396998,19318,1733218872,"['44097', '34019', '25091', '396998', '19318']",396998
696,69.10.42.0/24,396998,19318,1733218872,"['28824', '50304', '396998', '19318']",396998
697,69.10.42.0/24,396998,19318,1733218873,"['49544', '2914', '4637', '396998', '19318']",396998
698,69.10.42.0/24,396998,19318,1733218873,"['38008', '3491', '4637', '396998', '19318']",396998
699,69.10.42.0/24,396998,19318,1733218873,"['134823', '3491', '4637', '396998', '19318']",396998
700,69.10.42.0/24,396998,19318,1733218873,"['134823', '3491', '4637', '396998', '19318']",396998
701,69.10.42.0/24,396998,19318,1733218873,"['28824', '8896', '396998', '19318']",396998
702,69.10.42.0/24,396998,19318,1733218873,"['46997', '38008', '3491', '4637', '396998', '19318']",396998
703,69.10.42.0/24,396998,19318,1733218873,"['59891', '51395', '6939', '396998', '19318']",396998
704,69.10.42.0/24,396998,19318,1733218873,"['2500', '4713', '2914', '4637', '396998', '19318']",396998
705,69.10.42.0/24,396998,19318,1733218873,"['2500', '4713', '2914', '4637', '396998', '19318']",396998
706,69.10.42.0/24,396998,19318,1733218873,"['28792', '396998', '19318']",396998
707,69.10.42.0/24,396998,19318,1733218874,"['8660', '1267', '396998', '19318']",396998
708,69.10.42.0/24,396998,19318,1733218874,"['44097', '50628', '35280', '396998', '19318']","396998,35280"
709,69.10.42.0/24,396998,19318,1733218875,"['6894', '3257', '396998', '19318']",396998
710,69.10.42.0/24,396998,19318,1733218875,"['57381', '50304', '396998', '19318']",396998
711,69.10.42.0/24,396998,19318,1733218875,"['13830', '3356', '3257', '396998', '19318']",396998
712,69.10.42.0/24,396998,19318,1733218876,"['199524', '3257', '396998', '19318']","396998,199524"
713,69.10.42.0/24,396998,19318,1733218876,"['8896', '396998', '19318']",396998
715,69.10.42.0/24,396998,19318,1733218876,"['327960', '174', '3257', '396998', '19318']",396998
716,69.10.42.0/24,396998,19318,1733218876,"['35600', '35625', '3257', '396998', '19318']",396998
717,69.10.42.0/24,396998,19318,1733218877,"['6881', '15685', '6939', '396998', '19318']",396998
718,69.10.42.0/24,396998,19318,1733218877,"['2613', '6893', '174', '3257', '396998', '19318']",396998
719,69.10.42.0/24,396998,19318,1733218877,"['49605', '3257', '396998', '19318']",396998
720,69.10.42.0/24,396998,19318,1733218877,"['25091', '396998', '19318']",396998
721,69.10.42.0/24,396998,19318,1733218878,"['50763', '396998', '19318']",396998
722,69.10.42.0/24,396998,19318,1733218878,"['12956', '3257', '396998', '19318']",396998
723,69.10.42.0/24,396998,19318,1733218878,"['6720', '1764', '3257', '396998', '19318']",396998
724,69.10.42.0/24,396998,19318,1733218878,"['2497', '3257', '396998', '19318']",396998
725,69.10.42.0/24,396998,19318,1733218878,"['29075', '396998', '19318']",396998
726,69.10.42.0/24,396998,19318,1733218878,"['35505', '44682', '34304', '9002', '396998', '19318']",396998
727,69.10.42.0/24,396998,19318,1733218878,"['14907', '4637', '396998', '19318']",396998
728,69.10.42.0/24,396998,19318,1733218878,"['49544', '4637', '396998', '19318']",396998
729,69.10.42.0/24,396998,19318,1733218878,"['138195', '3786', '4637', '396998', '19318']",396998
730,69.10.42.0/24,396998,19318,1733218879,"['4777', '4713', '2914', '4637', '396998', '19318']",396998
731,69.10.42.0/24,396998,19318,1733218879,"['29222', '3356', '3257', '396998', '19318']",396998
732,69.10.42.0/24,396998,19318,1733218879,"['199524', '396998', '19318']","396998,199524"
733,69.10.42.0/24,396998,19318,1733218880,"['131477', '65511', '140096', '150684', '3491', '3257', '396998', '19318']",396998
734,69.10.42.0/24,396998,19318,1733218880,"['199524', '396998', '19318']","396998,199524"
735,69.10.42.0/24,396998,19318,1733218880,"['198385', '174', '3257', '396998', '19318']",396998
736,69.10.42.0/24,396998,19318,1733218880,"['58308', '59689', '29075', '396998', '19318']",396998
737,69.10.42.0/24,396998,19318,1733218880,"['133210', '132337', '396998', '19318']",396998
738,69.10.42.0/24,396998,19318,1733218880,"['43733', '8932', '9002', '396998', '19318']",396998
739,69.10.42.0/24,396998,19318,1733218881,"['199524', '4637', '396998', '19318']","396998,199524"
740,69.10.42.0/24,396998,19318,1733218881,"['58308', '59689', '29075', '396998', '19318']",396998
741,69.10.42.0/24,396998,19318,1733218881,"['25160', '396998', '19318']",396998
742,69.10.42.0/24,396998,19318,1733218881,"['59605', '1299', '3257', '396998', '19318']",396998
743,69.10.42.0/24,396998,19318,1733218881,"['31742', '396998', '19318']",396998
744,69.10.42.0/24,396998,19318,1733218881,"['48070', '396998', '19318']",396998
745,69.10.42.0/24,396998,19318,1733218881,"['12969', '396998', '19318']",396998
746,69.10.42.0/24,396998,19318,1733218882,"['45049', '6696', '2914', '3257', '396998', '19318']",396998
747,69.10.42.0/24,396998,19318,1733218882,"['25160', '396998', '19318']",396998
748,69.10.42.0/24,396998,19318,1733218882,"['271253', '3356', '3257', '396998', '19318']",396998
749,69.10.42.0/24,396998,19318,1733218882,"['151381', '150369', '17676', '3257', '396998', '19318']",396998
750,69.10.42.0/24,396998,19318,1733218883,"['3212', '31042', '396998', '19318']",396998
751,69.10.42.0/24,396998,19318,1733218883,"['264479', '7195', '396998', '19318']",396998
752,69.10.42.0/24,396998,19318,1733218883,"['1280', '6939', '396998', '19318']",396998
753,69.10.42.0/24,396998,19318,1733218884,"['6908', '1239', '3257', '396998', '19318']",396998
754,69.10.42.0/24,396998,19318,1733218884,"['35369', '2914', '3257', '396998', '19318']",396998
755,69.10.42.0/24,396998,19318,1733218884,"['8660', '1267', '396998', '19318']",396998
756,69.10.42.0/24,396998,19318,1733218884,"['197580', '3491', '3257', '396998', '19318']",396998
757,69.10.42.0/24,396998,19318,1733218886,"['35710', '3320', '3257', '396998', '19318']",396998
758,69.10.42.0/24,396998,19318,1733218886,"['50304', '396998', '19318']",396998
759,69.10.42.0/24,396998,19318,1733218886,"['132847', '1221', '4637', '396998', '19318']",396998
760,69.10.42.0/24,396998,19318,1733218886,"['28910', '58453', '4637', '396998', '19318']",396998
761,69.10.42.0/24,396998,19318,1733218887,"['394414', '32621', '6939', '396998', '19318']",396998
762,69.10.42.0/24,396998,19318,1733218887,"['56457', '174', '3257', '396998', '19318']",396998
763,69.10.42.0/24,396998,19318,1733218887,"['49434', '3257', '396998', '19318']",396998
764,69.10.42.0/24,396998,19318,1733218887,"['196621', '8758', '9002', '396998', '19318']",396998
765,69.10.42.0/24,396998,19318,1733218887,"['51185', '6762', '3257', '396998', '19318']",396998
766,69.10.42.0/24,396998,19318,1733218887,"['3549', '3356', '3257', '396998', '19318']",396998
767,69.10.42.0/24,396998,19318,1733218888,"['132825', '174', '3257', '396998', '19318']",396998
768,69.10.42.0/24,396998,19318,1733218888,"['49544', '3356', '3257', '396998', '19318']",396998
769,69.10.42.0/24,396998,19318,1733218888,"['49544', '3356', '3257', '396998', '19318']",396998
770,69.10.42.0/24,396998,19318,1733218889,"['35710', '3320', '3257', '396998', '19318']",396998
771,69.10.42.0/24,396998,19318,1733218889,"['19151', '396998', '19318']",396998
772,69.10.42.0/24,396998,19318,1733218889,"['9002', '3356', '3257', '396998', '19318']",396998
773,69.10.42.0/24,396998,19318,1733218889,"['4608', '4826', '396998', '19318']",396998
774,69.10.42.0/24,396998,19318,1733218890,"['61573', '37468', '3257', '396998', '19318']",396998
775,69.10.42.0/24,396998,19318,1733218890,"['21282', '9198', '174', '3257', '396998', '19318']",396998
776,69.10.42.0/24,396998,19318,1733218891,"['327804', '37271', '396998', '19318']",396998
778,69.10.42.0/24,396998,19318,1733218893,"['174', '3257', '396998', '19318']",396998
779,69.10.42.0/24,396998,19318,1733218894,"['328840', '327727', '174', '3257', '396998', '19318']",396998
780,69.10.42.0/24,396998,19318,1733218896,"['1257', '174', '3257', '396998', '19318']",396998
781,69.10.42.0/24,396998,19318,1733218897,"['3491', '4637', '396998', '19318']",396998
782,69.10.42.0/24,396998,19318,1733218900,"['12350', '174', '3257', '396998', '19318']",396998
783,69.10.42.0/24,396998,19318,1733218901,"['38001', '3491', '4637', '396998', '19318']",396998
784,69.10.42.0/24,396998,19318,1733218902,"['2497', '3257', '396998', '19318']",396998
785,69.10.42.0/24,396998,19318,1733218906,"['2497', '4637', '396998', '19318']",396998
786,69.10.42.0/24,396998,19318,1733218907,"['2613', '6893', '25091', '396998', '19318']",396998
787,69.10.42.0/24,396998,19318,1733218907,"['21232', '15576', '29075', '396998', '19318']",396998
788,69.10.42.0/24,396998,19318,1733218908,"['196621', '8758', '9002', '396998', '19318']",396998
789,69.10.42.0/24,396998,19318,1733218909,"['6720', '1853', '21320', '396998', '19318']",396998
790,69.10.42.0/24,396998,19318,1733218910,"['198385', '15576', '29075', '396998', '19318']",396998
791,69.10.42.0/24,396998,19318,1733218926,"['14840', '174', '3257', '396998', '19318']",396998
792,69.10.42.0/24,396998,19318,1733218950,"['50300', '396998', '19318']",396998
793,69.10.42.0/24,396998,19318,1733219166,"['34927', '396998', '19318']",396998
794,69.10.42.0/24,396998,19318,1733219166,"['209650', '34927', '9002', '396998', '19318']",396998
795,69.10.42.0/24,396998,19318,1733219218,"['51088', '3257', '396998', '19318']",396998
796,69.10.42.0/24,396998,19318,1733219494,"['198385', '15576', '29075', '396998', '19318']",396998
797,45.145.166.0/24,62000,207992,1733227826,"['213151', '137409', '62000', '207992']",137409
798,45.145.166.0/24,62000,207992,1733229060,"['270014', '263237', '174', '137409', '62000', '207992']",137409
799,45.145.166.0/24,62000,207992,1733229063,"['270014', '6057', '137409', '62000', '207992']",137409
800,45.145.166.0/24,62000,207992,1733229070,"['6057', '137409', '62000', '207992']",137409
801,45.145.166.0/24,62000,207992,1733229081,"['270014', '6057', '137409', '62000', '207992']",137409
802,45.145.166.0/24,62000,207992,1733229086,"['6057', '137409', '62000', '207992']",137409
803,45.145.166.0/24,62000,207992,1733229153,"['270014', '6057', '137409', '62000', '207992']",137409
804,185.244.28.0/24,30823,212000,1733241002,"['3399', '199524', '30823', '30823', '212000']",199524
805,185.244.28.0/24,30823,212000,1733241982,"['57821', '12586', '3257', '199524', '30823', '30823', '212000']",199524
806,83.123.0.0/16,49666,197207,1733210284,"['35280', '3356', '174', '198150', '49666', '197207']",35280
807,83.123.96.0/20,49666,197207,1733210286,"['35280', '3356', '174', '198150', '49666', '197207']",35280
808,83.123.0.0/16,49666,197207,1733210289,"['36924', '35280', '200612', '49666', '197207']",35280
809,83.123.96.0/20,49666,197207,1733210290,"['35280', '200612', '49666', '197207']",35280
810,83.123.0.0/16,49666,197207,1733210290,"['36924', '35280', '200612', '49666', '197207']",35280
811,83.123.96.0/20,49666,197207,1733210291,"['50628', '35280', '200612', '49666', '197207']",35280
812,83.123.0.0/16,49666,197207,1733210291,"['35280', '200612', '49666', '197207']",35280
813,83.123.0.0/16,49666,197207,1733210292,"['50628', '35280', '200612', '49666', '197207']",35280
814,83.123.0.0/16,49666,197207,1733210293,"['36924', '35280', '200612', '49666', '197207']",35280
815,83.123.96.0/20,49666,197207,1733210319,"['50628', '35280', '200612', '49666', '197207']",35280
816,83.123.0.0/16,49666,197207,1733210319,"['50628', '35280', '200612', '49666', '197207']",35280
817,83.123.96.0/20,49666,197207,1733210678,"['35280', '3356', '174', '198150', '49666', '197207']",35280
818,83.123.0.0/16,49666,197207,1733210679,"['35280', '3356', '174', '198150', '49666', '197207']",35280
819,83.123.96.0/20,49666,197207,1733210689,"['50628', '35280', '200612', '49666', '197207']",35280
820,83.123.96.0/20,49666,197207,1733210689,"['35280', '200612', '49666', '197207']",35280
821,83.123.96.0/20,49666,197207,1733210690,"['36924', '35280', '200612', '49666', '197207']",35280
822,83.123.0.0/16,49666,197207,1733210691,"['50628', '35280', '200612', '49666', '197207']",35280
823,83.123.0.0/16,49666,197207,1733210691,"['36924', '35280', '200612', '49666', '197207']",35280
824,83.123.0.0/16,49666,197207,1733210691,"['35280', '200612', '49666', '197207']",35280
825,83.123.96.0/20,49666,197207,1733210692,"['36924', '35280', '200612', '49666', '197207']",35280
826,83.123.0.0/16,49666,197207,1733210694,"['36924', '35280', '200612', '49666', '197207']",35280
827,83.123.96.0/20,49666,197207,1733210696,"['2027', '35280', '200612', '49666', '197207']",35280
828,83.123.0.0/16,49666,197207,1733210703,"['2027', '35280', '200612', '49666', '197207']",35280
829,83.123.96.0/20,49666,197207,1733210710,"['50628', '35280', '200612', '49666', '197207']",35280
830,83.123.0.0/16,49666,197207,1733210710,"['50628', '35280', '200612', '49666', '197207']",35280
831,45.11.76.0/22,55933,55933,1733211296,"['199524', '6939', '55933', '55933', '55933']",199524
832,45.11.78.0/24,23961,134823,1733212333,"['49673', '20485', '137409', '23961', '134823']",137409
833,45.159.4.0/23,2914,199610,1733194258,"['396998', '9002', '3356', '2914', '199610']",396998
834,103.189.93.0/24,6453,4837,1733223542,"['35280', '6453', '4837']",35280
835,103.189.93.0/24,6453,4837,1733223572,"['35280', '6453', '4837']",35280
836,103.189.93.0/24,6453,4837,1733225169,"['35280', '6453', '4837']",35280
837,103.189.93.0/24,6453,4837,1733225197,"['35280', '6453', '4837']",35280
838,78.138.107.0/24,19905,20773,1733230865,"['917', '7195', '23059', '19905', '20773']",19905
839,78.138.107.0/24,19905,20773,1733230865,"['13786', '23059', '19905', '20773']",19905
840,78.138.107.0/24,19905,20773,1733230865,"['7195', '23059', '19905', '20773']",19905
841,78.138.107.0/24,19905,20773,1733230865,"['23106', '7195', '23059', '19905', '20773']",19905
842,78.138.107.0/24,19905,20773,1733230865,"['23106', '7195', '23059', '19905', '20773']",19905
843,78.138.107.0/24,19905,20773,1733230865,"['263152', '7195', '23059', '19905', '20773']",19905
844,78.138.107.0/24,19905,20773,1733230865,"['269956', '7195', '23059', '19905', '20773']",19905
845,78.138.107.0/24,19905,20773,1733230865,"['270014', '7195', '23059', '19905', '20773']",19905
846,78.138.107.0/24,19905,20773,1733230865,"['49544', '7195', '23059', '19905', '20773']",19905
847,78.138.107.0/24,19905,20773,1733230865,"['20080', '2914', '19905', '20773']",19905
848,78.138.107.0/24,19905,20773,1733230865,"['36924', '35280', '22822', '19905', '20773']","35280,19905"
849,78.138.107.0/24,19905,20773,1733230865,"['39122', '22822', '19905', '20773']",19905
850,78.138.107.0/24,19905,20773,1733230865,"['3170', '22822', '19905', '20773']",19905
851,78.138.107.0/24,19905,20773,1733230865,"['6908', '22822', '19905', '20773']",19905
852,78.138.107.0/24,19905,20773,1733230865,"['396998', '22822', '19905', '20773']","396998,19905"
853,78.138.107.0/24,19905,20773,1733230865,"['42473', '22822', '19905', '20773']",19905
854,78.138.107.0/24,19905,20773,1733230866,"['3399', '2914', '19905', '20773']",19905
855,78.138.107.0/24,19905,20773,1733230866,"['13030', '2914', '19905', '20773']",19905
856,78.138.107.0/24,19905,20773,1733230866,"['2914', '19905', '20773']",19905
857,78.138.107.0/24,19905,20773,1733230866,"['207841', '137409', '2914', '19905', '20773']","137409,19905"
858,78.138.107.0/24,19905,20773,1733230866,"['15562', '2914', '19905', '20773']",19905
859,78.138.107.0/24,19905,20773,1733230866,"['14907', '2914', '19905', '20773']",19905
860,78.138.107.0/24,19905,20773,1733230866,"['28634', '7195', '23059', '19905', '20773']",19905
861,78.138.107.0/24,19905,20773,1733230866,"['52873', '7195', '23059', '19905', '20773']",19905
862,78.138.107.0/24,19905,20773,1733230866,"['28634', '7195', '23059', '19905', '20773']",19905
863,78.138.107.0/24,19905,20773,1733230866,"['42473', '2914', '19905', '20773']",19905
864,78.138.107.0/24,19905,20773,1733230867,"['15692', '2914', '19905', '20773']",19905
865,78.138.107.0/24,19905,20773,1733230867,"['6830', '2914', '19905', '20773']",19905
866,78.138.107.0/24,19905,20773,1733230868,"['22548', '2914', '19905', '20773']",19905
867,78.138.107.0/24,19905,20773,1733230871,"['25160', '2914', '19905', '20773']",19905
868,78.138.107.0/24,19905,20773,1733230872,"['14630', '2914', '19905', '20773']",19905
869,78.138.107.0/24,19905,20773,1733230872,"['49434', '2914', '19905', '20773']",19905
870,78.138.107.0/24,19905,20773,1733230874,"['12779', '22822', '19905', '20773']",19905
871,78.138.107.0/24,19905,20773,1733230876,"['25160', '2914', '19905', '20773']",19905
872,78.138.107.0/24,19905,20773,1733230877,"['14840', '7195', '23059', '19905', '20773']",19905
873,78.138.107.0/24,19905,20773,1733230878,"['12956', '2914', '19905', '20773']",19905
874,78.138.107.0/24,19905,20773,1733230883,"['53046', '7195', '23059', '19905', '20773']",19905
875,78.138.107.0/24,19905,20773,1733230885,"['58308', '59689', '30781', '22822', '19905', '20773']",19905
876,78.138.107.0/24,19905,20773,1733230885,"['35266', '2914', '19905', '20773']",19905
877,78.138.107.0/24,19905,20773,1733230890,"['204092', '30781', '22822', '19905', '20773']",19905
878,78.138.107.0/24,19905,20773,1733230894,"['12779', '22822', '19905', '20773']",19905
879,78.138.107.0/24,19905,20773,1733230899,"['37271', '22822', '19905', '20773']",19905
880,78.138.107.0/24,19905,20773,1733230905,"['3549', '3356', '2914', '19905', '20773']",19905
881,78.138.107.0/24,19905,20773,1733230916,"['61573', '7195', '23059', '19905', '20773']",19905
882,78.138.107.0/24,19905,20773,1733230937,"['14840', '7195', '23059', '19905', '20773']",19905
883,78.138.107.0/24,19905,20773,1733230947,"['4608', '38622', '19905', '20773']",19905
884,78.138.107.0/24,19905,20773,1733231046,"['51088', '2914', '19905', '20773']",19905
885,78.138.107.0/24,19905,20773,1733231046,"['8298', '51088', '2914', '19905', '20773']",19905
886,78.138.107.0/24,19905,20773,1733231046,"['57777', '8298', '51088', '2914', '19905', '20773']",19905
887,78.138.107.0/24,19905,20773,1733231198,"['680', '22822', '19905', '20773']",19905
894,23.26.155.0/24,396998,197795,1733191204,"['13030', '1299', '3257', '396998', '197795']",396998
895,23.26.155.0/24,396998,197795,1733191266,"['14907', '396998', '197795']",396998
896,84.205.22.58/32,5405,12741,1733260206,"['5405', '12741']",5405
897,31.6.47.0/24,396998,30644,1733216788,"['45896', '396998', '30644']",396998
899,31.6.47.0/24,396998,30644,1733219164,"['209650', '34927', '1299', '3257', '396998', '30644']",396998
900,31.6.47.0/24,396998,30644,1733219165,"['34927', '396998', '30644']",396998
901,62.3.14.0/24,49612,200436,1733227828,"['213151', '41051', '58299', '34549', '57724', '49612', '200436']",57724
902,62.3.14.0/24,49612,200436,1733227841,"['213151', '34549', '57724', '49612', '200436']",57724
903,62.3.14.0/24,49612,200436,1733230173,"['41722', '57724', '49612', '200436']",57724
904,62.3.14.0/24,49612,200436,1733230367,"['41722', '57724', '49612', '200436']",57724
905,78.138.107.0/24,19905,20773,1733224077,"['9304', '22822', '19905', '20773']",19905
906,78.138.107.0/24,19905,20773,1733225374,"['20764', '8359', '22822', '19905', '20773']",19905
907,78.138.107.0/24,19905,20773,1733225375,"['28917', '3257', '6453', '19905', '20773']",19905
908,78.138.107.0/24,19905,20773,1733225375,"['41722', '20485', '22822', '19905', '20773']",19905
912,51.36.128.0/18,43766,43766,1733221362,"['36924', '35280', '6453', '59605', '43766', '43766', '43766', '43766']",35280
913,51.36.128.0/18,43766,43766,1733221378,"['35280', '6453', '59605', '43766', '43766', '43766', '43766']",35280
918,51.36.174.0/24,59605,43766,1733221403,"['199524', '3491', '3356', '59605', '43766']",199524
919,51.36.174.0/24,59605,43766,1733221408,"['199524', '174', '3356', '59605', '43766']",199524
921,51.36.174.0/24,59605,43766,1733221433,"['199524', '59605', '43766']",199524
922,51.36.128.0/18,43766,43766,1733221438,"['35280', '6453', '59605', '43766', '43766', '43766', '43766']",35280
924,51.36.174.0/24,59605,43766,1733221445,"['199524', '59605', '43766']",199524
928,51.36.128.0/18,43766,43766,1733221451,"['36924', '35280', '6453', '59605', '43766', '43766', '43766', '43766']",35280
930,128.0.1.0/24,44547,214577,1733235777,"['213151', '59796', '59796', '59796', '59796', '59796', '59796', '59796', '44547', '214577']",59796
931,128.0.1.0/24,44547,214577,1733236047,"['213151', '59796', '59796', '59796', '59796', '59796', '59796', '59796', '44547', '214577']",59796
932,103.71.154.0/24,136933,132325,1733243160,"['199524', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '132325']",199524
933,103.71.154.0/24,136933,132325,1733243160,"['12859', '3223', '136933', '136933', '136933', '136933', '132325']",3223
934,103.71.154.0/24,136933,132325,1733243160,"['58952', '59796', '59796', '59796', '59796', '59796', '59796', '136933', '132325']",59796
935,103.71.154.0/24,136933,132325,1733243160,"['35280', '6939', '136933', '136933', '136933', '132325']",35280
936,103.71.154.0/24,136933,132325,1733243160,"['35280', '6939', '136933', '136933', '136933', '132325']",35280
937,103.71.154.0/24,136933,132325,1733243160,"['35280', '6939', '136933', '136933', '136933', '132325']",35280
938,103.71.154.0/24,136933,132325,1733243160,"['396998', '4637', '3491', '136933', '136933', '132325']",396998
939,103.71.154.0/24,136933,132325,1733243160,"['133210', '59796', '59796', '59796', '59796', '59796', '59796', '136933', '132325']",59796
940,103.71.154.0/24,136933,132325,1733243160,"['142271', '59796', '59796', '59796', '59796', '59796', '59796', '136933', '132325']",59796
941,103.71.154.0/24,136933,132325,1733243160,"['134823', '59796', '59796', '59796', '59796', '59796', '59796', '136933', '132325']",59796
942,103.71.154.0/24,136933,132325,1733243160,"['1299', '3223', '136933', '136933', '136933', '136933', '132325']",3223
943,103.71.154.0/24,136933,132325,1733243161,"['35280', '6939', '136933', '136933', '136933', '132325']",35280
944,103.71.154.0/24,136933,132325,1733243161,"['35280', '6939', '136933', '136933', '136933', '132325']",35280
945,103.71.154.0/24,136933,132325,1733243161,"['49544', '33891', '59796', '136933', '132325']",59796
946,103.71.154.0/24,136933,132325,1733243161,"['49544', '9002', '59796', '136933', '132325']",59796
947,103.71.154.0/24,136933,132325,1733243161,"['49544', '9002', '59796', '136933', '132325']",59796
948,103.71.154.0/24,136933,132325,1733243161,"['200612', '3257', '1299', '59796', '136933', '132325']",59796
949,103.71.154.0/24,136933,132325,1733243161,"['200612', '3257', '1299', '59796', '136933', '132325']",59796
950,103.71.154.0/24,136933,132325,1733243161,"['47787', '6424', '33891', '59796', '136933', '132325']",59796
951,103.71.154.0/24,136933,132325,1733243161,"['3212', '33891', '59796', '136933', '132325']",59796
952,103.71.154.0/24,136933,132325,1733243161,"['31027', '9002', '59796', '136933', '132325']",59796
953,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '3223', '136933', '136933', '136933', '136933', '132325']",3223
954,103.71.154.0/24,136933,132325,1733243161,"['31027', '9002', '59796', '136933', '132325']",59796
955,103.71.154.0/24,136933,132325,1733243161,"['31027', '33891', '59796', '136933', '132325']",59796
956,103.71.154.0/24,136933,132325,1733243161,"['31027', '33891', '59796', '136933', '132325']",59796
957,103.71.154.0/24,136933,132325,1733243161,"['31027', '33891', '59796', '136933', '132325']",59796
958,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '3223', '136933', '136933', '136933', '136933', '132325']",3223
959,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '3223', '136933', '136933', '136933', '136933', '132325']",3223
960,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '59796', '136933', '132325']",59796
961,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '59796', '136933', '132325']",59796
962,103.71.154.0/24,136933,132325,1733243161,"['34872', '24961', '1299', '59796', '136933', '132325']",59796
963,103.71.154.0/24,136933,132325,1733243161,"['197580', '198477', '6762', '9002', '59796', '136933', '132325']",59796
964,103.71.154.0/24,136933,132325,1733243161,"['51185', '6762', '9002', '59796', '136933', '132325']",59796
965,103.71.154.0/24,136933,132325,1733243161,"['149794', '132559', '9498', '9002', '59796', '136933', '132325']",59796
