Unnamed: 0,prefix,provider,origin,time,as_path,scrubber
346,69.10.42.0/24,396998,19318,1733218858,"['6667', '1299', '3257', '396998', '19318']",396998
347,69.10.42.0/24,396998,19318,1733218858,"['6667', '3257', '396998', '19318']",396998
348,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
349,69.10.42.0/24,396998,19318,1733218858,"['5392', '50877', '62275', '396998', '19318']",396998
350,69.10.42.0/24,396998,19318,1733218858,"['5392', '3356', '3257', '396998', '19318']",396998
351,69.10.42.0/24,396998,19318,1733218858,"['20811', '2914', '3257', '396998', '19318']",396998
352,69.10.42.0/24,396998,19318,1733218858,"['12637', '1299', '3257', '396998', '19318']",396998
353,69.10.42.0/24,396998,19318,1733218858,"['12637', '1299', '3257', '396998', '19318']",396998
354,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
355,69.10.42.0/24,396998,19318,1733218858,"['9002', '396998', '19318']",396998
356,69.10.42.0/24,396998,19318,1733218858,"['9304', '3257', '396998', '19318']",396998
357,69.10.42.0/24,396998,19318,1733218858,"['13030', '1299', '3257', '396998', '19318']",396998
358,69.10.42.0/24,396998,19318,1733218858,"['13030', '1299', '3257', '396998', '19318']",396998
359,69.10.42.0/24,396998,19318,1733218858,"['13030', '1299', '3257', '396998', '19318']",396998
360,69.10.42.0/24,396998,19318,1733218858,"['13030', '1299', '3257', '396998', '19318']",396998
361,69.10.42.0/24,396998,19318,1733218858,"['20764', '12389', '9002', '396998', '19318']",396998
362,69.10.42.0/24,396998,19318,1733218858,"['20764', '12389', '9002', '396998', '19318']",396998
363,69.10.42.0/24,396998,19318,1733218858,"['35598', '396998', '19318']",396998
364,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
365,69.10.42.0/24,396998,19318,1733218858,"['24482', '24748', '396998', '19318']",396998
366,69.10.42.0/24,396998,19318,1733218858,"['41722', '12389', '9002', '396998', '19318']",396998
367,69.10.42.0/24,396998,19318,1733218858,"['41722', '20485', '9002', '396998', '19318']",396998
368,69.10.42.0/24,396998,19318,1733218858,"['2914', '3257', '396998', '19318']",396998
369,69.10.42.0/24,396998,19318,1733218858,"['6762', '3257', '396998', '19318']",396998
370,69.10.42.0/24,396998,19318,1733218858,"['7575', '2914', '3257', '396998', '19318']",396998
371,69.10.42.0/24,396998,19318,1733218858,"['6762', '3257', '396998', '19318']",396998
372,69.10.42.0/24,396998,19318,1733218858,"['6424', '6762', '3257', '396998', '19318']",396998
373,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
374,69.10.42.0/24,396998,19318,1733218858,"['263152', '264409', '6762', '3257', '396998', '19318']",396998
375,69.10.42.0/24,396998,19318,1733218858,"['42473', '16735', '396998', '19318']",396998
376,69.10.42.0/24,396998,19318,1733218858,"['52873', '12956', '3257', '396998', '19318']",396998
377,69.10.42.0/24,396998,19318,1733218858,"['23106', '7195', '396998', '19318']",396998
378,69.10.42.0/24,396998,19318,1733218858,"['23106', '396998', '19318']",396998
379,69.10.42.0/24,396998,19318,1733218858,"['23106', '7195', '396998', '19318']",396998
380,69.10.42.0/24,396998,19318,1733218858,"['23106', '396998', '19318']",396998
381,69.10.42.0/24,396998,19318,1733218858,"['35280', '396998', '19318']","396998,35280"
382,69.10.42.0/24,396998,19318,1733218858,"['35280', '396998', '19318']","396998,35280"
383,69.10.42.0/24,396998,19318,1733218858,"['271253', '6762', '3257', '396998', '19318']",396998
384,69.10.42.0/24,396998,19318,1733218858,"['271253', '10429', '12956', '3257', '396998', '19318']",396998
385,69.10.42.0/24,396998,19318,1733218858,"['13786', '396998', '19318']",396998
388,69.10.42.0/24,396998,19318,1733218858,"['264479', '53087', '12956', '3257', '396998', '19318']",396998
389,69.10.42.0/24,396998,19318,1733218858,"['20080', '396998', '19318']",396998
390,69.10.42.0/24,396998,19318,1733218858,"['52320', '396998', '19318']",396998
391,69.10.42.0/24,396998,19318,1733218858,"['37271', '3257', '396998', '19318']",396998
394,69.10.42.0/24,396998,19318,1733218858,"['37271', '3257', '396998', '19318']",396998
395,69.10.42.0/24,396998,19318,1733218858,"['327804', '5713', '396998', '19318']",396998
396,69.10.42.0/24,396998,19318,1733218858,"['199524', '37100', '396998', '19318']","396998,199524"
397,69.10.42.0/24,396998,19318,1733218858,"['327960', '327782', '37100', '396998', '19318']",396998
398,69.10.42.0/24,396998,19318,1733218858,"['37239', '5713', '396998', '19318']",396998
399,69.10.42.0/24,396998,19318,1733218858,"['37239', '37468', '12956', '3257', '396998', '19318']",396998
400,69.10.42.0/24,396998,19318,1733218858,"['32653', '3741', '396998', '19318']",396998
401,69.10.42.0/24,396998,19318,1733218858,"['32653', '3741', '396998', '19318']",396998
402,69.10.42.0/24,396998,19318,1733218858,"['51873', '6939', '396998', '19318']",396998
403,69.10.42.0/24,396998,19318,1733218858,"['51873', '9002', '396998', '19318']",396998
404,69.10.42.0/24,396998,19318,1733218858,"['8758', '3303', '3257', '396998', '19318']",396998
405,69.10.42.0/24,396998,19318,1733218858,"['8758', '9002', '396998', '19318']",396998
406,69.10.42.0/24,396998,19318,1733218858,"['48362', '396998', '19318']",396998
407,69.10.42.0/24,396998,19318,1733218858,"['59414', '13030', '1299', '3257', '396998', '19318']",396998
408,69.10.42.0/24,396998,19318,1733218858,"['59414', '3303', '3257', '396998', '19318']",396998
409,69.10.42.0/24,396998,19318,1733218858,"['29691', '8758', '9002', '396998', '19318']",396998
410,69.10.42.0/24,396998,19318,1733218858,"['12307', '29691', '1299', '3257', '396998', '19318']",396998
411,69.10.42.0/24,396998,19318,1733218858,"['12307', '29691', '8758', '9002', '396998', '19318']",396998
412,69.10.42.0/24,396998,19318,1733218858,"['196621', '8758', '3303', '3257', '396998', '19318']",396998
413,69.10.42.0/24,396998,19318,1733218858,"['196621', '8758', '9002', '396998', '19318']",396998
414,69.10.42.0/24,396998,19318,1733218858,"['6461', '3257', '396998', '19318']",396998
415,69.10.42.0/24,396998,19318,1733218858,"['6461', '3257', '396998', '19318']",396998
416,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
417,69.10.42.0/24,396998,19318,1733218858,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
418,69.10.42.0/24,396998,19318,1733218858,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
419,69.10.42.0/24,396998,19318,1733218858,"['58057', '1836', '5511', '3257', '396998', '19318']",396998
420,69.10.42.0/24,396998,19318,1733218858,"['47147', '1299', '3257', '396998', '19318']",396998
421,69.10.42.0/24,396998,19318,1733218858,"['47147', '1299', '3257', '396998', '19318']",396998
422,69.10.42.0/24,396998,19318,1733218858,"['8218', '6461', '3257', '396998', '19318']",396998
423,69.10.42.0/24,396998,19318,1733218858,"['8218', '6461', '3257', '396998', '19318']",396998
424,69.10.42.0/24,396998,19318,1733218858,"['8218', '6461', '3257', '396998', '19318']",396998
425,69.10.42.0/24,396998,19318,1733218858,"['50628', '35280', '396998', '19318']","396998,35280"
426,69.10.42.0/24,396998,19318,1733218858,"['8426', '6453', '3257', '396998', '19318']",396998
427,69.10.42.0/24,396998,19318,1733218858,"['8426', '3356', '3257', '396998', '19318']",396998
428,69.10.42.0/24,396998,19318,1733218858,"['35426', '3257', '396998', '19318']",396998
429,69.10.42.0/24,396998,19318,1733218858,"['8218', '6461', '3257', '396998', '19318']",396998
430,69.10.42.0/24,396998,19318,1733218858,"['34019', '47160', '6461', '3257', '396998', '19318']",396998
431,69.10.42.0/24,396998,19318,1733218858,"['34019', '3303', '3257', '396998', '19318']",396998
432,69.10.42.0/24,396998,19318,1733218858,"['34019', '29169', '396998', '19318']",396998
433,69.10.42.0/24,396998,19318,1733218858,"['14907', '5511', '3257', '396998', '19318']",396998
434,69.10.42.0/24,396998,19318,1733218858,"['14907', '5511', '3257', '396998', '19318']",396998
435,69.10.42.0/24,396998,19318,1733218858,"['14907', '1299', '3257', '396998', '19318']",396998
436,69.10.42.0/24,396998,19318,1733218858,"['15547', '3303', '3257', '396998', '19318']",396998
437,69.10.42.0/24,396998,19318,1733218858,"['199524', '1299', '3257', '396998', '19318']","396998,199524"
438,69.10.42.0/24,396998,19318,1733218858,"['199524', '5511', '3257', '396998', '19318']","396998,199524"
439,69.10.42.0/24,396998,19318,1733218858,"['24482', '396998', '19318']",396998
440,69.10.42.0/24,396998,19318,1733218858,"['18106', '396998', '19318']",396998
441,69.10.42.0/24,396998,19318,1733218858,"['35280', '396998', '19318']","396998,35280"
442,69.10.42.0/24,396998,19318,1733218858,"['35280', '396998', '19318']","396998,35280"
443,69.10.42.0/24,396998,19318,1733218858,"['35280', '3356', '3257', '396998', '19318']","396998,35280"
444,69.10.42.0/24,396998,19318,1733218858,"['35280', '3356', '3257', '396998', '19318']","396998,35280"
445,69.10.42.0/24,396998,19318,1733218858,"['14907', '1299', '3257', '396998', '19318']",396998
446,69.10.42.0/24,396998,19318,1733218858,"['133210', '6939', '396998', '19318']",396998
447,69.10.42.0/24,396998,19318,1733218858,"['9002', '396998', '19318']",396998
448,69.10.42.0/24,396998,19318,1733218858,"['9002', '3356', '3257', '396998', '19318']",396998
449,69.10.42.0/24,396998,19318,1733218858,"['46997', '38008', '3491', '3257', '396998', '19318']",396998
450,69.10.42.0/24,396998,19318,1733218858,"['270014', '263237', '396998', '19318']",396998
451,69.10.42.0/24,396998,19318,1733218858,"['14840', '1299', '3257', '396998', '19318']",396998
452,69.10.42.0/24,396998,19318,1733218858,"['14840', '1299', '3257', '396998', '19318']",396998
453,69.10.42.0/24,396998,19318,1733218858,"['53427', '396998', '19318']",396998
454,69.10.42.0/24,396998,19318,1733218858,"['53427', '6762', '3257', '396998', '19318']",396998
455,69.10.42.0/24,396998,19318,1733218858,"['263702', '12956', '3257', '396998', '19318']",396998
456,69.10.42.0/24,396998,19318,1733218858,"['49544', '3356', '3257', '396998', '19318']",396998
457,69.10.42.0/24,396998,19318,1733218858,"['14840', '6762', '3257', '396998', '19318']",396998
458,69.10.42.0/24,396998,19318,1733218858,"['14840', '6762', '3257', '396998', '19318']",396998
459,69.10.42.0/24,396998,19318,1733218858,"['6057', '396998', '19318']",396998
460,69.10.42.0/24,396998,19318,1733218858,"['265721', '64126', '396998', '19318']",396998
461,69.10.42.0/24,396998,19318,1733218858,"['264845', '6057', '396998', '19318']",396998
462,69.10.42.0/24,396998,19318,1733218858,"['31027', '1299', '3257', '396998', '19318']",396998
463,69.10.42.0/24,396998,19318,1733218858,"['31027', '1299', '3257', '396998', '19318']",396998
464,69.10.42.0/24,396998,19318,1733218858,"['34872', '24961', '396998', '19318']",396998
465,69.10.42.0/24,396998,19318,1733218858,"['149794', '132559', '9498', '396998', '19318']",396998
466,69.10.42.0/24,396998,19318,1733218858,"['212123', '34927', '396998', '19318']",396998
467,69.10.42.0/24,396998,19318,1733218858,"['56457', '6762', '3257', '396998', '19318']",396998
468,69.10.42.0/24,396998,19318,1733218858,"['56457', '6762', '3257', '396998', '19318']",396998
469,69.10.42.0/24,396998,19318,1733218858,"['212123', '34549', '396998', '19318']",396998
470,69.10.42.0/24,396998,19318,1733218858,"['138195', '58453', '1299', '3257', '396998', '19318']",396998
471,69.10.42.0/24,396998,19318,1733218858,"['138195', '3491', '3257', '396998', '19318']",396998
472,69.10.42.0/24,396998,19318,1733218858,"['54316', '701', '3257', '396998', '19318']",396998
473,69.10.42.0/24,396998,19318,1733218858,"['197580', '198477', '6762', '3257', '396998', '19318']",396998
474,69.10.42.0/24,396998,19318,1733218858,"['51185', '396998', '19318']",396998
475,69.10.42.0/24,396998,19318,1733218858,"['51185', '396998', '19318']",396998
476,69.10.42.0/24,396998,19318,1733218858,"['51185', '6762', '3257', '396998', '19318']",396998
477,69.10.42.0/24,396998,19318,1733218858,"['924', '61138', '137409', '396998', '19318']","137409,396998"
478,69.10.42.0/24,396998,19318,1733218858,"['207910', '2027', '2027', '35280', '396998', '19318']","396998,35280"
479,69.10.42.0/24,396998,19318,1733218858,"['44901', '9002', '396998', '19318']",396998
480,69.10.42.0/24,396998,19318,1733218858,"['208431', '9002', '396998', '19318']",396998
481,69.10.42.0/24,396998,19318,1733218858,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998
482,69.10.42.0/24,396998,19318,1733218858,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998
483,69.10.42.0/24,396998,19318,1733218858,"['44097', '30972', '6461', '3257', '396998', '19318']",396998
484,69.10.42.0/24,396998,19318,1733218858,"['61138', '137409', '396998', '19318']","137409,396998"
485,69.10.42.0/24,396998,19318,1733218858,"['8888', '1299', '3257', '396998', '19318']",396998
486,69.10.42.0/24,396998,19318,1733218858,"['8888', '3214', '396998', '19318']",396998
487,69.10.42.0/24,396998,19318,1733218858,"['13781', '1299', '3257', '396998', '19318']",396998
488,69.10.42.0/24,396998,19318,1733218858,"['134823', '3462', '3462', '9680', '1299', '3257', '396998', '19318']",396998
489,69.10.42.0/24,396998,19318,1733218858,"['38008', '3491', '3257', '396998', '19318']",396998
490,69.10.42.0/24,396998,19318,1733218858,"['198150', '20764', '12389', '9002', '396998', '19318']",396998
491,69.10.42.0/24,396998,19318,1733218858,"['198150', '396998', '19318']",396998
492,69.10.42.0/24,396998,19318,1733218858,"['28824', '1299', '3257', '396998', '19318']",396998
493,69.10.42.0/24,396998,19318,1733218858,"['28824', '1299', '3257', '396998', '19318']",396998
494,69.10.42.0/24,396998,19318,1733218858,"['28824', '1299', '3257', '396998', '19318']",396998
495,69.10.42.0/24,396998,19318,1733218858,"['142271', '135607', '3257', '396998', '19318']",396998
496,69.10.42.0/24,396998,19318,1733218858,"['47787', '6424', '396998', '19318']",396998
497,69.10.42.0/24,396998,19318,1733218858,"['1299', '3257', '396998', '19318']",396998
498,69.10.42.0/24,396998,19318,1733218858,"['212271', '9002', '396998', '19318']",396998
499,69.10.42.0/24,396998,19318,1733218858,"['1299', '3257', '396998', '19318']",396998
500,69.10.42.0/24,396998,19318,1733218858,"['1299', '3257', '396998', '19318']",396998
501,69.10.42.0/24,396998,19318,1733218858,"['35710', '48200', '1273', '3257', '396998', '19318']",396998
502,69.10.42.0/24,396998,19318,1733218858,"['49544', '396998', '19318']",396998
503,69.10.42.0/24,396998,19318,1733218858,"['200612', '8966', '396998', '19318']",396998
504,69.10.42.0/24,396998,19318,1733218858,"['200612', '396998', '19318']",396998
505,69.10.42.0/24,396998,19318,1733218858,"['200612', '3257', '396998', '19318']",396998
506,69.10.42.0/24,396998,19318,1733218859,"['31027', '12552', '396998', '19318']",396998
507,69.10.42.0/24,396998,19318,1733218859,"['31027', '1299', '3257', '396998', '19318']",396998
508,69.10.42.0/24,396998,19318,1733218859,"['31027', '12552', '396998', '19318']",396998
509,69.10.42.0/24,396998,19318,1733218859,"['49544', '3356', '3257', '396998', '19318']",396998
510,69.10.42.0/24,396998,19318,1733218859,"['49544', '2914', '3257', '396998', '19318']",396998
511,69.10.42.0/24,396998,19318,1733218859,"['138195', '3491', '3257', '396998', '19318']",396998
512,69.10.42.0/24,396998,19318,1733218859,"['924', '61138', '55850', '1299', '3257', '396998', '19318']",396998
513,69.10.42.0/24,396998,19318,1733218859,"['207910', '34019', '29169', '396998', '19318']",396998
514,69.10.42.0/24,396998,19318,1733218859,"['57187', '15412', '6762', '3257', '396998', '19318']",396998
515,69.10.42.0/24,396998,19318,1733218859,"['57187', '15412', '1299', '3257', '396998', '19318']",396998
516,69.10.42.0/24,396998,19318,1733218859,"['36236', '396998', '19318']",396998
517,69.10.42.0/24,396998,19318,1733218859,"['61138', '55850', '1299', '3257', '396998', '19318']",396998
518,69.10.42.0/24,396998,19318,1733218859,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998
519,69.10.42.0/24,396998,19318,1733218859,"['38008', '3491', '3257', '396998', '19318']",396998
520,69.10.42.0/24,396998,19318,1733218859,"['134823', '3491', '3257', '396998', '19318']",396998
521,69.10.42.0/24,396998,19318,1733218859,"['46997', '38008', '3491', '3257', '396998', '19318']",396998
522,69.10.42.0/24,396998,19318,1733218859,"['49544', '3356', '3257', '396998', '19318']",396998
523,69.10.42.0/24,396998,19318,1733218859,"['49544', '3356', '3257', '396998', '19318']",396998
524,69.10.42.0/24,396998,19318,1733218859,"['53427', '13786', '396998', '19318']",396998
525,69.10.42.0/24,396998,19318,1733218859,"['49544', '3356', '3257', '396998', '19318']",396998
526,69.10.42.0/24,396998,19318,1733218859,"['49544', '3356', '3257', '396998', '19318']",396998
527,69.10.42.0/24,396998,19318,1733218859,"['35280', '3356', '3257', '396998', '19318']","396998,35280"
528,69.10.42.0/24,396998,19318,1733218859,"['2027', '35280', '396998', '19318']","396998,35280"
529,69.10.42.0/24,396998,19318,1733218859,"['6461', '3257', '396998', '19318']",396998
530,69.10.42.0/24,396998,19318,1733218859,"['8218', '6461', '3257', '396998', '19318']",396998
531,69.10.42.0/24,396998,19318,1733218859,"['14907', '2914', '3257', '396998', '19318']",396998
532,69.10.42.0/24,396998,19318,1733218859,"['59414', '3303', '3257', '396998', '19318']",396998
533,69.10.42.0/24,396998,19318,1733218859,"['37697', '37468', '12956', '3257', '396998', '19318']",396998
534,69.10.42.0/24,396998,19318,1733218859,"['263152', '264409', '13786', '396998', '19318']",396998
535,69.10.42.0/24,396998,19318,1733218859,"['52873', '12956', '3257', '396998', '19318']",396998
536,69.10.42.0/24,396998,19318,1733218859,"['199524', '3356', '3257', '396998', '19318']","396998,199524"
537,69.10.42.0/24,396998,19318,1733218859,"['271253', '3356', '3257', '396998', '19318']",396998
539,69.10.42.0/24,396998,19318,1733218859,"['19151', '396998', '19318']",396998
540,69.10.42.0/24,396998,19318,1733218859,"['25152', '6939', '396998', '19318']",396998
541,69.10.42.0/24,396998,19318,1733218859,"['59105', '2518', '2516', '3257', '396998', '19318']",396998
542,69.10.42.0/24,396998,19318,1733218859,"['2500', '2914', '3257', '396998', '19318']",396998
543,69.10.42.0/24,396998,19318,1733218859,"['13237', '396998', '19318']",396998
544,69.10.42.0/24,396998,19318,1733218859,"['47147', '2914', '3257', '396998', '19318']",396998
545,69.10.42.0/24,396998,19318,1733218859,"['8218', '6461', '3257', '396998', '19318']",396998
546,69.10.42.0/24,396998,19318,1733218859,"['6908', '2914', '3257', '396998', '19318']",396998
547,69.10.42.0/24,396998,19318,1733218859,"['34019', '47160', '6461', '3257', '396998', '19318']",396998
548,69.10.42.0/24,396998,19318,1733218859,"['34019', '3303', '3257', '396998', '19318']",396998
549,69.10.42.0/24,396998,19318,1733218859,"['34019', '29169', '396998', '19318']",396998
550,69.10.42.0/24,396998,19318,1733218859,"['35598', '396998', '19318']",396998
551,69.10.42.0/24,396998,19318,1733218859,"['12859', '1299', '3257', '396998', '19318']",396998
552,69.10.42.0/24,396998,19318,1733218859,"['12859', '1299', '3257', '396998', '19318']",396998
553,69.10.42.0/24,396998,19318,1733218859,"['205206', '1299', '3257', '396998', '19318']",396998
554,69.10.42.0/24,396998,19318,1733218859,"['8455', '2914', '3257', '396998', '19318']",396998
555,69.10.42.0/24,396998,19318,1733218859,"['47147', '1299', '3257', '396998', '19318']",396998
556,69.10.42.0/24,396998,19318,1733218859,"['47147', '1299', '3257', '396998', '19318']",396998
557,69.10.42.0/24,396998,19318,1733218859,"['2914', '3257', '396998', '19318']",396998
558,69.10.42.0/24,396998,19318,1733218859,"['6908', '2914', '3257', '396998', '19318']",396998
559,69.10.42.0/24,396998,19318,1733218859,"['6908', '2914', '3257', '396998', '19318']",396998
560,69.10.42.0/24,396998,19318,1733218859,"['8218', '6461', '3257', '396998', '19318']",396998
561,69.10.42.0/24,396998,19318,1733218859,"['3320', '3257', '396998', '19318']",396998
563,69.10.42.0/24,396998,19318,1733218859,"['13830', '3356', '3257', '396998', '19318']",396998
564,69.10.42.0/24,396998,19318,1733218859,"['51184', '1764', '3257', '396998', '19318']",396998
565,69.10.42.0/24,396998,19318,1733218859,"['2914', '3257', '396998', '19318']",396998
566,69.10.42.0/24,396998,19318,1733218859,"['47692', '2914', '3257', '396998', '19318']",396998
567,69.10.42.0/24,396998,19318,1733218860,"['20205', '396998', '19318']",396998
568,69.10.42.0/24,396998,19318,1733218860,"['37721', '396998', '19318']",396998
569,69.10.42.0/24,396998,19318,1733218860,"['49673', '20485', '9002', '396998', '19318']",396998
570,69.10.42.0/24,396998,19318,1733218860,"['15692', '2914', '3257', '396998', '19318']",396998
571,69.10.42.0/24,396998,19318,1733218860,"['6908', '2914', '3257', '396998', '19318']",396998
572,69.10.42.0/24,396998,19318,1733218860,"['6908', '2914', '3257', '396998', '19318']",396998
573,69.10.42.0/24,396998,19318,1733218860,"['41047', '396998', '19318']",396998
574,69.10.42.0/24,396998,19318,1733218860,"['59105', '9370', '2516', '3257', '396998', '19318']",396998
575,69.10.42.0/24,396998,19318,1733218860,"['59105', '9370', '2914', '3257', '396998', '19318']",396998
576,69.10.42.0/24,396998,19318,1733218860,"['51786', '15623', '3303', '3257', '396998', '19318']",396998
577,69.10.42.0/24,396998,19318,1733218860,"['57777', '8298', '25091', '396998', '19318']",396998
578,69.10.42.0/24,396998,19318,1733218860,"['15623', '3303', '3257', '396998', '19318']",396998
579,69.10.42.0/24,396998,19318,1733218860,"['8298', '25091', '396998', '19318']",396998
580,69.10.42.0/24,396998,19318,1733218860,"['49544', '2914', '3257', '396998', '19318']",396998
581,69.10.42.0/24,396998,19318,1733218860,"['14840', '3356', '3257', '396998', '19318']",396998
582,69.10.42.0/24,396998,19318,1733218860,"['328840', '60171', '396998', '19318']",396998
583,69.10.42.0/24,396998,19318,1733218860,"['151381', '150369', '9607', '7671', '2914', '3257', '396998', '19318']",396998
584,69.10.42.0/24,396998,19318,1733218860,"['21282', '9198', '20485', '9002', '396998', '19318']",396998
585,69.10.42.0/24,396998,19318,1733218860,"['48237', '3257', '396998', '19318']",396998
586,69.10.42.0/24,396998,19318,1733218861,"['138195', '3786', '1239', '174', '3257', '396998', '19318']",396998
587,69.10.42.0/24,396998,19318,1733218861,"['924', '61138', '55850', '2914', '3257', '396998', '19318']",396998
588,69.10.42.0/24,396998,19318,1733218861,"['15397', '15958', '1299', '3257', '396998', '19318']",396998
589,69.10.42.0/24,396998,19318,1733218861,"['61138', '55850', '2914', '3257', '396998', '19318']",396998
590,69.10.42.0/24,396998,19318,1733218861,"['38008', '3491', '4637', '396998', '19318']",396998
591,69.10.42.0/24,396998,19318,1733218861,"['151381', '150369', '9607', '4637', '396998', '19318']",396998
592,69.10.42.0/24,396998,19318,1733218861,"['37239', '37468', '3257', '396998', '19318']",396998
593,69.10.42.0/24,396998,19318,1733218861,"['22548', '6939', '396998', '19318']",396998
594,69.10.42.0/24,396998,19318,1733218861,"['14630', '396998', '19318']",396998
596,69.10.42.0/24,396998,19318,1733218861,"['34927', '396998', '19318']",396998
597,69.10.42.0/24,396998,19318,1733218862,"['396998', '19318']",396998
598,69.10.42.0/24,396998,19318,1733218862,"['51185', '6762', '3257', '396998', '19318']",396998
599,69.10.42.0/24,396998,19318,1733218862,"['46997', '38008', '3491', '4637', '396998', '19318']",396998
600,69.10.42.0/24,396998,19318,1733218862,"['174', '3257', '396998', '19318']",396998
601,69.10.42.0/24,396998,19318,1733218862,"['61138', '55850', '4637', '396998', '19318']",396998
602,69.10.42.0/24,396998,19318,1733218862,"['835', '1299', '3257', '396998', '19318']",396998
603,69.10.42.0/24,396998,19318,1733218863,"['8298', '25091', '396998', '19318']",396998
604,69.10.42.0/24,396998,19318,1733218863,"['25091', '396998', '19318']",396998
605,69.10.42.0/24,396998,19318,1733218863,"['199524', '396998', '19318']","396998,199524"
606,69.10.42.0/24,396998,19318,1733218863,"['59105', '2518', '4637', '396998', '19318']",396998
607,69.10.42.0/24,396998,19318,1733218863,"['3333', '3320', '3257', '396998', '19318']",396998
608,69.10.42.0/24,396998,19318,1733218864,"['12779', '396998', '19318']",396998
609,69.10.42.0/24,396998,19318,1733218864,"['12779', '396998', '19318']",396998
610,69.10.42.0/24,396998,19318,1733218864,"['3320', '3257', '396998', '19318']",396998
611,69.10.42.0/24,396998,19318,1733218864,"['59890', '3356', '3257', '396998', '19318']",396998
612,69.10.42.0/24,396998,19318,1733218864,"['12779', '396998', '19318']",396998
613,69.10.42.0/24,396998,19318,1733218864,"['924', '61138', '55850', '4637', '396998', '19318']",396998
614,69.10.42.0/24,396998,19318,1733218864,"['44097', '30972', '174', '3257', '396998', '19318']",396998
615,69.10.42.0/24,396998,19318,1733218864,"['134823', '3491', '4637', '396998', '19318']",396998
616,69.10.42.0/24,396998,19318,1733218864,"['134823', '3491', '4637', '396998', '19318']",396998
617,69.10.42.0/24,396998,19318,1733218864,"['835', '6461', '3257', '396998', '19318']",396998
618,69.10.42.0/24,396998,19318,1733218865,"['59514', '24115', '24748', '396998', '19318']",396998
619,69.10.42.0/24,396998,19318,1733218865,"['30950', '1299', '3257', '396998', '19318']",396998
620,69.10.42.0/24,396998,19318,1733218865,"['14840', '174', '3257', '396998', '19318']",396998
621,69.10.42.0/24,396998,19318,1733218865,"['14840', '174', '3257', '396998', '19318']",396998
622,69.10.42.0/24,396998,19318,1733218865,"['14840', '174', '3257', '396998', '19318']",396998
623,69.10.42.0/24,396998,19318,1733218865,"['3491', '3257', '396998', '19318']",396998
624,69.10.42.0/24,396998,19318,1733218865,"['34177', '396998', '19318']",396998
625,69.10.42.0/24,396998,19318,1733218865,"['51786', '15623', '1299', '3257', '396998', '19318']",396998
626,69.10.42.0/24,396998,19318,1733218865,"['3491', '3257', '396998', '19318']",396998
627,69.10.42.0/24,396998,19318,1733218865,"['19151', '396998', '19318']",396998
628,69.10.42.0/24,396998,19318,1733218865,"['20932', '1299', '3257', '396998', '19318']",396998
629,69.10.42.0/24,396998,19318,1733218865,"['20514', '1299', '3257', '396998', '19318']",396998
630,69.10.42.0/24,396998,19318,1733218865,"['64475', '3320', '9002', '396998', '19318']",396998
631,69.10.42.0/24,396998,19318,1733218865,"['206356', '3320', '9002', '396998', '19318']",396998
632,69.10.42.0/24,396998,19318,1733218866,"['58057', '1836', '3356', '3257', '396998', '19318']",396998
633,69.10.42.0/24,396998,19318,1733218866,"['58057', '1836', '3356', '3257', '396998', '19318']",396998
634,69.10.42.0/24,396998,19318,1733218866,"['31510', '9002', '396998', '19318']",396998
635,69.10.42.0/24,396998,19318,1733218866,"['28634', '262493', '7195', '396998', '19318']",396998
636,69.10.42.0/24,396998,19318,1733218866,"['28634', '262493', '7195', '396998', '19318']",396998
637,69.10.42.0/24,396998,19318,1733218866,"['58057', '1836', '3356', '3257', '396998', '19318']",396998
638,69.10.42.0/24,396998,19318,1733218867,"['57187', '15412', '4637', '396998', '19318']",396998
639,69.10.42.0/24,396998,19318,1733218867,"['9002', '4637', '396998', '19318']",396998
640,69.10.42.0/24,396998,19318,1733218867,"['37271', '396998', '19318']",396998
641,69.10.42.0/24,396998,19318,1733218867,"['41327', '396998', '19318']",396998
642,69.10.42.0/24,396998,19318,1733218867,"['50877', '62275', '396998', '19318']",396998
643,69.10.42.0/24,396998,19318,1733218867,"['213241', '396998', '19318']",396998
644,69.10.42.0/24,396998,19318,1733218867,"['55720', '3257', '396998', '19318']",396998
645,69.10.42.0/24,396998,19318,1733218867,"['553', '1299', '3257', '396998', '19318']",396998
646,69.10.42.0/24,396998,19318,1733218868,"['59919', '41327', '396998', '19318']",396998
647,69.10.42.0/24,396998,19318,1733218868,"['1299', '3257', '396998', '19318']",396998
648,69.10.42.0/24,396998,19318,1733218868,"['513', '21320', '396998', '19318']",396998
649,69.10.42.0/24,396998,19318,1733218868,"['57111', '41327', '396998', '19318']",396998
650,69.10.42.0/24,396998,19318,1733218868,"['271253', '174', '3257', '396998', '19318']",396998
