IP Prefix,ASNs
157.20.106.0/24,"AS150772, AS19551"
157.20.107.0/24,"AS150772, AS19551"
166.81.2.0/24,"AS19551, AS32787"
166.81.62.0/24,"AS19551, AS24112, AS32787, AS38166"
166.81.63.0/24,"AS19551, AS24112, AS32787"
166.81.83.0/24,"AS19551, AS24112, AS32787, AS38166"
166.81.84.0/24,"AS0, AS19551, AS24112, AS32787, AS38166"
180.94.30.0/23,"AS150760, AS19551, AS63927, AS9299"
