IP Prefix,ASNs
45.192.222.0/24,"AS13335, AS17561"
45.192.223.0/24,"AS13335, AS138995, AS17561"
45.192.224.0/24,"AS13335, AS138995, AS984"
45.194.11.0/24,"AS13335, AS17561"
102.219.82.0/24,"AS13335, AS36993"
154.81.141.0/24,"AS13335, AS17561, AS984"
154.194.0.0/24,"AS13335, AS328608"
154.223.134.0/23,"AS13335, AS63199"
156.238.181.0/24,"AS13335, AS17561"
156.243.83.0/24,"AS13335, AS984"
