,Unnamed: 0.1,Unnamed: 0,target_ip,nr_attacker_ips,nr_attacker_ports,nr_target_ports,nr_packets,nr_bytes,max_ppm,start_posix_time,end_posix_time,asn,country-code,continent-code,date
4686092,3962545,6976,216.58.223.99,25,29,2,138,5520,50,1626192003,1626192293,15169,US,,2021-07-13
4686107,3962560,6991,217.78.24.14,62660,40638,1,62845,3278732,54306,1626198004,1626198124,1257,SE,EU,2021-07-13
4686117,3962570,7001,218.2.106.125,1041,3,1602,1620,64800,357,1626192000,1626192299,4134,CN,AS,2021-07-13
4686132,3962585,7016,218.74.22.175,60,1,60,21,840,39,1626196653,1626196875,4134,CN,AS,2021-07-13
4686160,3962613,7044,220.135.126.166,111,1,1,111,4440,40,1626192101,1626192295,3462,TW,AS,2021-07-13
4686163,3962616,7047,220.184.51.219,70,1,70,19,760,51,1626196653,1626196875,4134,CN,AS,2021-07-13
4686222,3962675,7106,223.24.159.52,64,3,6423,6810,272400,894,1626195600,1626196070,132061,TH,AS,2021-07-13
4686252,3962705,7136,23.237.42.18,88380,48564,2,134125,7840308,35843,1626198033,1626198524,174,US,,2021-07-13
4686286,3962739,7170,23.52.113.67,1,7,2,78,4056,33,1626196165,1626196682,14080,CO,SA,2021-07-13
4686336,3962789,7220,27.55.83.36,64,3,5223,5499,219960,1219,1626192000,1626192299,132061,TH,AS,2021-07-13
4686354,3962807,7238,27.71.71.127,126,1,1,126,5040,33,1626192013,1626192281,7552,VN,AS,2021-07-13
4686361,3962814,7245,27.74.242.228,648,645,643,648,25920,151,1626192000,1626192299,7552,VN,AS,2021-07-13
4686387,3962840,7271,3.235.82.181,1,6,1,47,2444,39,1626192168,1626192247,14618,US,,2021-07-13
4686390,3962843,7274,3.235.82.186,1,12,1,108,5616,47,1626192022,1626192190,14618,US,,2021-07-13
4686408,3962861,7292,31.13.95.1,9,22,1,129,5160,42,1626195600,1626196258,32934,ID,AS,2021-07-13
4686418,3962871,7302,31.13.95.61,11,21,3,152,6080,40,1626195642,1626197700,32934,ID,AS,2021-07-13
4686420,3962873,7304,31.13.95.63,2,13,1,158,6320,136,1626195645,1626196092,32934,ID,AS,2021-07-13
4686423,3962876,7307,31.168.189.204,43,1,1,43,1720,30,1626192043,1626192292,8551,IL,AS,2021-07-13
4686427,3962880,7311,31.168.78.28,78,1,1,81,3324,78,1626192148,1626192262,8551,IL,AS,2021-07-13
4686480,3962933,7364,34.200.108.37,8,16,1,163,8700,74,1626192035,1626192269,14618,US,,2021-07-13
4686481,3962934,7365,34.200.108.37,10,20,1,108,5616,36,1626195701,1626197083,14618,US,,2021-07-13
4686482,3962935,7366,34.200.108.37,6,14,1,136,7072,30,1626197461,1626198243,14618,US,,2021-07-13
4686495,3962948,7379,34.200.147.34,1,7,1,66,3432,60,1626196123,1626196214,14618,US,,2021-07-13
4686496,3962949,7380,34.200.147.34,2,7,1,52,2704,38,1626197974,1626198217,14618,US,,2021-07-13
4686500,3962953,7384,34.200.151.56,4,31,1,293,15236,95,1626197493,1626198154,14618,US,,2021-07-13
4686505,3962958,7389,34.200.158.147,1,4,1,40,2080,31,1626198191,1626198283,14618,US,,2021-07-13
4686518,3962971,7402,34.200.180.212,4,12,1,120,6384,77,1626192090,1626192203,14618,US,,2021-07-13
4686519,3962972,7403,34.200.180.212,5,22,1,148,7780,56,1626195944,1626196660,14618,US,,2021-07-13
4686520,3962973,7404,34.200.180.212,15,49,1,375,19116,78,1626197062,1626198267,14618,US,,2021-07-13
4686537,3962990,7421,34.200.34.140,3,10,1,61,3172,38,1626197070,1626197689,14618,US,,2021-07-13
4686544,3962997,7428,34.200.47.219,2,19,1,182,9464,116,1626195703,1626196082,14618,US,,2021-07-13
4686545,3962998,7429,34.200.47.219,3,23,1,222,11544,103,1626197143,1626197840,14618,US,,2021-07-13
4686564,3963017,7448,34.200.58.90,6,23,1,146,7592,99,1626192000,1626192299,14618,US,,2021-07-13
4686565,3963018,7449,34.200.58.90,11,62,1,601,31252,99,1626195605,1626197249,14618,US,,2021-07-13
4686566,3963019,7450,34.200.58.90,4,8,1,42,2184,38,1626197723,1626198146,14618,US,,2021-07-13
4686579,3963032,7463,34.200.72.197,5,11,1,94,5112,40,1626192012,1626192297,14618,US,,2021-07-13
4686580,3963033,7464,34.200.72.197,12,51,1,534,28320,68,1626195704,1626197450,14618,US,,2021-07-13
4686592,3963045,7476,34.200.74.74,2,5,1,30,1560,30,1626197261,1626197623,14618,US,,2021-07-13
4686599,3963052,7483,34.200.88.28,4,14,1,22,1128,36,1626195605,1626195934,14618,US,,2021-07-13
4686624,3963077,7508,35.174.245.35,3,5,1,41,1640,31,1626196924,1626197151,14618,US,,2021-07-13
4686657,3963110,7541,36.255.49.133,103,1,103,103,4120,30,1626192000,1626192294,134067,AU,OC,2021-07-13
4686692,3963145,7576,37.59.68.6,10772,9901,2,10790,476419,10649,1626195600,1626195667,16276,FR,EU,2021-07-13
4686708,3963161,7592,38.75.137.152,1,15,1,39,1560,32,1626198310,1626198593,63023,US,,2021-07-13
4686717,3963170,7601,38.84.12.101,16574,11295,1,16630,795556,3586,1626192000,1626192299,22412,US,,2021-07-13
4686736,3963189,7620,4.71.37.45,561,3,1766,1803,72120,473,1626192000,1626192299,3356,US,,2021-07-13
4686746,3963199,7630,4.71.37.46,736,3,3303,3420,136800,819,1626192000,1626192299,3356,US,,2021-07-13
4686792,3963245,7676,43.249.195.189,26,35,1,92,4068,69,1626196880,1626197502,4837,CN,AS,2021-07-13
4686802,3963255,7686,44.0.0.1,6,3,3,1087,35112,252,1626192000,1626192299,7377,US,,2021-07-13
4686816,3963269,7700,44.44.44.44,1,1,1,585,16965,118,1626192000,1626192299,7377,US,,2021-07-13
4686823,3963276,7707,44.54.165.154,1,1,1,34,5624,32,1626195966,1626196094,7377,US,,2021-07-13
4686824,3963277,7708,44.54.165.154,1,1,1,72,13356,40,1626197232,1626197398,7377,US,,2021-07-13
4686849,3963302,7733,45.132.173.242,137,1,1,137,5480,68,1626192000,1626192203,49847,IR,AS,2021-07-13
4686851,3963304,7735,45.135.202.221,20839,17855,606,15191,724934,6889,1626196450,1626196728,44486,DE,EU,2021-07-13
4686852,3963305,7736,45.135.202.221,40050,29917,460,65784,2908021,20712,1626197148,1626197540,44486,DE,EU,2021-07-13
4686865,3963318,7749,45.143.203.4,1,573,1,573,22920,152,1626192000,1626192299,61432,UA,EU,2021-07-13
4686903,3963356,7787,45.180.20.12,447,446,1,447,25104,108,1626192000,1626192299,207688,PA,,2021-07-13
4686905,3963358,7789,45.180.20.15,336477,65173,1,344246,14048721,67953,1626195600,1626196238,207688,PA,,2021-07-13
4687373,3963826,8257,45.190.20.1,282,281,282,1099,43960,286,1626192000,1626192299,269608,BR,SA,2021-07-13
4687384,3963837,8268,45.190.20.10,272,272,272,1047,41880,244,1626192000,1626192299,269608,BR,SA,2021-07-13
4687395,3963848,8279,45.190.20.100,255,254,255,992,39680,251,1626192000,1626192293,269608,BR,SA,2021-07-13
4687406,3963859,8290,45.190.20.101,282,281,279,1102,44080,271,1626192000,1626192297,269608,BR,SA,2021-07-13
4687417,3963870,8301,45.190.20.102,269,269,268,1050,42000,258,1626192000,1626192297,269608,BR,SA,2021-07-13
4687428,3963881,8312,45.190.20.103,267,267,266,1039,41560,243,1626192000,1626192297,269608,BR,SA,2021-07-13
4687439,3963892,8323,45.190.20.104,272,272,270,1045,41800,259,1626192001,1626192299,269608,BR,SA,2021-07-13
4687450,3963903,8334,45.190.20.105,261,258,260,1004,40160,251,1626192000,1626192298,269608,BR,SA,2021-07-13
4687461,3963914,8345,45.190.20.106,258,258,257,993,39720,233,1626192000,1626192299,269608,BR,SA,2021-07-13
4687472,3963925,8356,45.190.20.107,279,279,279,1087,43480,229,1626192000,1626192299,269608,BR,SA,2021-07-13
4687483,3963936,8367,45.190.20.108,263,263,262,1019,40760,238,1626192000,1626192299,269608,BR,SA,2021-07-13
4687494,3963947,8378,45.190.20.109,262,262,262,1003,40120,229,1626192000,1626192299,269608,BR,SA,2021-07-13
4687505,3963958,8389,45.190.20.11,288,287,288,1125,45000,293,1626192000,1626192299,269608,BR,SA,2021-07-13
4687516,3963969,8400,45.190.20.110,268,268,268,1028,41120,246,1626192001,1626192297,269608,BR,SA,2021-07-13
4687527,3963980,8411,45.190.20.111,262,262,262,1014,40560,243,1626192001,1626192298,269608,BR,SA,2021-07-13
4687538,3963991,8422,45.190.20.112,271,271,269,1056,42240,254,1626192001,1626192299,269608,BR,SA,2021-07-13
4687549,3964002,8433,45.190.20.113,265,264,265,1040,41600,249,1626192000,1626192299,269608,BR,SA,2021-07-13
4687560,3964013,8444,45.190.20.114,274,274,274,1056,42240,259,1626192000,1626192299,269608,BR,SA,2021-07-13
4687571,3964024,8455,45.190.20.115,287,286,287,1103,44120,271,1626192000,1626192299,269608,BR,SA,2021-07-13
4687582,3964035,8466,45.190.20.116,258,257,257,1006,40240,227,1626192002,1626192299,269608,BR,SA,2021-07-13
4687593,3964046,8477,45.190.20.117,291,291,291,1128,45120,281,1626192000,1626192299,269608,BR,SA,2021-07-13
4687604,3964057,8488,45.190.20.118,295,294,294,1143,45720,280,1626192000,1626192299,269608,BR,SA,2021-07-13
4687615,3964068,8499,45.190.20.119,273,273,273,1064,42560,291,1626192000,1626192299,269608,BR,SA,2021-07-13
4687626,3964079,8510,45.190.20.12,259,259,258,1002,40080,260,1626192000,1626192295,269608,BR,SA,2021-07-13
4687637,3964090,8521,45.190.20.120,248,248,248,953,38120,211,1626192000,1626192299,269608,BR,SA,2021-07-13
4687648,3964101,8532,45.190.20.121,256,255,255,977,39080,225,1626192002,1626192299,269608,BR,SA,2021-07-13
4687659,3964112,8543,45.190.20.122,300,300,300,1165,46600,292,1626192001,1626192299,269608,BR,SA,2021-07-13
4687670,3964123,8554,45.190.20.123,236,236,235,917,36680,230,1626192001,1626192299,269608,BR,SA,2021-07-13
4687681,3964134,8565,45.190.20.124,254,253,254,992,39680,262,1626192000,1626192299,269608,BR,SA,2021-07-13
4687692,3964145,8576,45.190.20.125,262,261,262,1015,40600,275,1626192000,1626192296,269608,BR,SA,2021-07-13
4687703,3964156,8587,45.190.20.126,276,276,275,1065,42600,260,1626192001,1626192299,269608,BR,SA,2021-07-13
4687714,3964167,8598,45.190.20.127,263,263,262,1022,40880,219,1626192000,1626192299,269608,BR,SA,2021-07-13
4687725,3964178,8609,45.190.20.128,274,273,274,1060,42400,256,1626192001,1626192299,269608,BR,SA,2021-07-13
4687736,3964189,8620,45.190.20.129,282,281,281,1107,44280,272,1626192001,1626192298,269608,BR,SA,2021-07-13
4687747,3964200,8631,45.190.20.13,257,257,257,997,39880,235,1626192002,1626192299,269608,BR,SA,2021-07-13
4687758,3964211,8642,45.190.20.130,282,281,280,1104,44160,247,1626192003,1626192298,269608,BR,SA,2021-07-13
4687769,3964222,8653,45.190.20.131,275,274,274,1057,42280,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4687780,3964233,8664,45.190.20.132,279,278,278,1072,42880,274,1626192000,1626192299,269608,BR,SA,2021-07-13
4687791,3964244,8675,45.190.20.133,264,262,264,1022,40880,246,1626192000,1626192299,269608,BR,SA,2021-07-13
4687802,3964255,8686,45.190.20.134,233,233,233,900,36000,214,1626192001,1626192296,269608,BR,SA,2021-07-13
4687813,3964266,8697,45.190.20.135,253,253,253,979,39160,233,1626192002,1626192296,269608,BR,SA,2021-07-13
4687824,3964277,8708,45.190.20.136,280,279,278,1094,43760,274,1626192000,1626192299,269608,BR,SA,2021-07-13
4687835,3964288,8719,45.190.20.137,245,244,244,935,37400,223,1626192002,1626192299,269608,BR,SA,2021-07-13
4687846,3964299,8730,45.190.20.138,275,272,274,1078,43120,285,1626192000,1626192294,269608,BR,SA,2021-07-13
4687857,3964310,8741,45.190.20.139,261,259,260,1015,40600,273,1626192000,1626192299,269608,BR,SA,2021-07-13
4687868,3964321,8752,45.190.20.14,247,247,246,959,38360,236,1626192001,1626192298,269608,BR,SA,2021-07-13
4687879,3964332,8763,45.190.20.140,267,267,267,1024,40960,260,1626192000,1626192299,269608,BR,SA,2021-07-13
4687890,3964343,8774,45.190.20.141,282,282,282,1110,44400,277,1626192000,1626192294,269608,BR,SA,2021-07-13
4687901,3964354,8785,45.190.20.142,258,256,258,1003,40120,237,1626192003,1626192299,269608,BR,SA,2021-07-13
4687912,3964365,8796,45.190.20.143,241,240,241,934,37360,202,1626192001,1626192299,269608,BR,SA,2021-07-13
4687923,3964376,8807,45.190.20.144,275,274,273,1058,42320,267,1626192000,1626192298,269608,BR,SA,2021-07-13
4687934,3964387,8818,45.190.20.145,229,229,229,895,35800,222,1626192002,1626192299,269608,BR,SA,2021-07-13
4687945,3964398,8829,45.190.20.146,280,280,277,1080,43200,253,1626192000,1626192297,269608,BR,SA,2021-07-13
4687956,3964409,8840,45.190.20.147,257,257,255,1004,40160,225,1626192000,1626192298,269608,BR,SA,2021-07-13
4687967,3964420,8851,45.190.20.148,240,239,240,942,37680,230,1626192000,1626192298,269608,BR,SA,2021-07-13
4687978,3964431,8862,45.190.20.149,251,251,250,969,38760,223,1626192002,1626192297,269608,BR,SA,2021-07-13
4687989,3964442,8873,45.190.20.15,254,253,254,983,39320,234,1626192000,1626192298,269608,BR,SA,2021-07-13
4688000,3964453,8884,45.190.20.150,261,259,260,1025,41000,230,1626192000,1626192299,269608,BR,SA,2021-07-13
4688011,3964464,8895,45.190.20.151,251,250,251,973,38920,251,1626192001,1626192299,269608,BR,SA,2021-07-13
4688022,3964475,8906,45.190.20.152,252,251,252,978,39120,232,1626192001,1626192297,269608,BR,SA,2021-07-13
4688033,3964486,8917,45.190.20.153,270,268,268,1053,42120,250,1626192001,1626192299,269608,BR,SA,2021-07-13
4688044,3964497,8928,45.190.20.154,257,257,257,998,39920,242,1626192002,1626192298,269608,BR,SA,2021-07-13
4688055,3964508,8939,45.190.20.155,285,285,282,1112,44480,266,1626192000,1626192298,269608,BR,SA,2021-07-13
4688066,3964519,8950,45.190.20.156,290,290,290,1116,44640,280,1626192001,1626192299,269608,BR,SA,2021-07-13
4688077,3964530,8961,45.190.20.157,250,250,250,978,39120,230,1626192002,1626192299,269608,BR,SA,2021-07-13
4688088,3964541,8972,45.190.20.158,281,281,281,1071,42840,280,1626192000,1626192298,269608,BR,SA,2021-07-13
4688099,3964552,8983,45.190.20.159,259,258,257,999,39960,228,1626192001,1626192298,269608,BR,SA,2021-07-13
4688110,3964563,8994,45.190.20.16,243,243,242,951,38040,230,1626192000,1626192299,269608,BR,SA,2021-07-13
4688121,3964574,9005,45.190.20.160,288,287,287,1113,44520,284,1626192001,1626192299,269608,BR,SA,2021-07-13
4688132,3964585,9016,45.190.20.161,258,258,258,1001,40040,259,1626192000,1626192298,269608,BR,SA,2021-07-13
4688143,3964596,9027,45.190.20.162,256,256,255,1000,40000,239,1626192001,1626192298,269608,BR,SA,2021-07-13
4688154,3964607,9038,45.190.20.163,258,258,258,1004,40160,222,1626192000,1626192298,269608,BR,SA,2021-07-13
4688165,3964618,9049,45.190.20.164,263,262,261,1022,40880,245,1626192000,1626192299,269608,BR,SA,2021-07-13
4688176,3964629,9060,45.190.20.165,256,256,256,989,39560,238,1626192000,1626192296,269608,BR,SA,2021-07-13
4688187,3964640,9071,45.190.20.166,237,237,237,908,36320,225,1626192003,1626192297,269608,BR,SA,2021-07-13
4688198,3964651,9082,45.190.20.167,265,265,265,1032,41280,263,1626192000,1626192299,269608,BR,SA,2021-07-13
4688209,3964662,9093,45.190.20.168,251,251,251,981,39240,266,1626192000,1626192299,269608,BR,SA,2021-07-13
4688220,3964673,9104,45.190.20.169,269,269,266,1055,42200,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4688231,3964684,9115,45.190.20.17,262,262,262,1017,40680,277,1626192000,1626192295,269608,BR,SA,2021-07-13
4688242,3964695,9126,45.190.20.170,262,262,262,1009,40360,263,1626192001,1626192297,269608,BR,SA,2021-07-13
4688253,3964706,9137,45.190.20.171,265,264,264,1023,40920,249,1626192007,1626192298,269608,BR,SA,2021-07-13
4688264,3964717,9148,45.190.20.172,242,241,241,930,37200,250,1626192000,1626192299,269608,BR,SA,2021-07-13
4688275,3964728,9159,45.190.20.173,260,259,260,1017,40680,241,1626192000,1626192299,269608,BR,SA,2021-07-13
4688286,3964739,9170,45.190.20.174,250,249,249,980,39200,269,1626192002,1626192296,269608,BR,SA,2021-07-13
4688297,3964750,9181,45.190.20.175,287,287,286,1111,44440,264,1626192001,1626192299,269608,BR,SA,2021-07-13
4688308,3964761,9192,45.190.20.176,244,244,244,951,38040,214,1626192000,1626192299,269608,BR,SA,2021-07-13
4688319,3964772,9203,45.190.20.177,258,258,257,1000,40000,246,1626192001,1626192299,269608,BR,SA,2021-07-13
4688330,3964783,9214,45.190.20.178,264,264,264,1030,41200,258,1626192000,1626192297,269608,BR,SA,2021-07-13
4688341,3964794,9225,45.190.20.179,256,256,255,1005,40200,228,1626192000,1626192299,269608,BR,SA,2021-07-13
4688352,3964805,9236,45.190.20.18,269,268,269,1037,41480,247,1626192000,1626192299,269608,BR,SA,2021-07-13
4688363,3964816,9247,45.190.20.180,283,282,282,1111,44440,281,1626192000,1626192299,269608,BR,SA,2021-07-13
4688374,3964827,9258,45.190.20.181,253,252,253,970,38800,238,1626192000,1626192299,269608,BR,SA,2021-07-13
4688385,3964838,9269,45.190.20.182,270,270,269,1048,41920,235,1626192001,1626192299,269608,BR,SA,2021-07-13
4688396,3964849,9280,45.190.20.183,275,274,274,1073,42920,261,1626192000,1626192297,269608,BR,SA,2021-07-13
4688407,3964860,9291,45.190.20.184,275,275,274,1074,42960,246,1626192000,1626192298,269608,BR,SA,2021-07-13
4688418,3964871,9302,45.190.20.185,266,266,265,1036,41440,239,1626192000,1626192298,269608,BR,SA,2021-07-13
4688429,3964882,9313,45.190.20.186,233,233,233,902,36080,214,1626192003,1626192299,269608,BR,SA,2021-07-13
4688440,3964893,9324,45.190.20.187,272,271,272,1049,41960,232,1626192000,1626192295,269608,BR,SA,2021-07-13
4688451,3964904,9335,45.190.20.188,267,266,267,1037,41480,231,1626192000,1626192299,269608,BR,SA,2021-07-13
4688462,3964915,9346,45.190.20.189,236,235,235,922,36880,227,1626192001,1626192299,269608,BR,SA,2021-07-13
4688473,3964926,9357,45.190.20.19,266,265,265,1037,41480,285,1626192003,1626192299,269608,BR,SA,2021-07-13
4688484,3964937,9368,45.190.20.190,272,271,272,1055,42200,282,1626192000,1626192299,269608,BR,SA,2021-07-13
4688495,3964948,9379,45.190.20.191,269,266,268,1046,41840,317,1626192001,1626192299,269608,BR,SA,2021-07-13
4688506,3964959,9390,45.190.20.192,247,247,246,955,38200,219,1626192002,1626192299,269608,BR,SA,2021-07-13
4688517,3964970,9401,45.190.20.193,250,250,250,970,38800,278,1626192002,1626192299,269608,BR,SA,2021-07-13
4688528,3964981,9412,45.190.20.194,265,265,263,1028,41120,268,1626192000,1626192299,269608,BR,SA,2021-07-13
4688539,3964992,9423,45.190.20.195,258,258,258,996,39840,234,1626192003,1626192299,269608,BR,SA,2021-07-13
4688550,3965003,9434,45.190.20.196,277,276,277,1075,43000,271,1626192000,1626192298,269608,BR,SA,2021-07-13
4688561,3965014,9445,45.190.20.197,236,236,233,913,36520,224,1626192000,1626192299,269608,BR,SA,2021-07-13
4688572,3965025,9456,45.190.20.198,291,290,291,1136,45440,270,1626192001,1626192299,269608,BR,SA,2021-07-13
4688583,3965036,9467,45.190.20.199,257,257,256,992,39680,261,1626192006,1626192299,269608,BR,SA,2021-07-13
4688594,3965047,9478,45.190.20.2,229,229,228,884,35360,200,1626192000,1626192298,269608,BR,SA,2021-07-13
4688605,3965058,9489,45.190.20.20,296,295,296,1144,45760,269,1626192000,1626192299,269608,BR,SA,2021-07-13
4688616,3965069,9500,45.190.20.200,263,263,263,1018,40720,251,1626192000,1626192299,269608,BR,SA,2021-07-13
4688627,3965080,9511,45.190.20.201,263,262,261,1019,40760,245,1626192002,1626192299,269608,BR,SA,2021-07-13
4688638,3965091,9522,45.190.20.202,250,248,249,976,39040,233,1626192002,1626192298,269608,BR,SA,2021-07-13
4688649,3965102,9533,45.190.20.203,271,270,271,1042,41680,258,1626192000,1626192299,269608,BR,SA,2021-07-13
4688660,3965113,9544,45.190.20.204,238,237,237,926,37040,239,1626192000,1626192297,269608,BR,SA,2021-07-13
4688671,3965124,9555,45.190.20.205,254,254,254,984,39360,225,1626192000,1626192296,269608,BR,SA,2021-07-13
4688682,3965135,9566,45.190.20.206,265,265,265,1032,41280,265,1626192001,1626192299,269608,BR,SA,2021-07-13
4688693,3965146,9577,45.190.20.207,259,258,259,1008,40320,246,1626192002,1626192297,269608,BR,SA,2021-07-13
4688704,3965157,9588,45.190.20.208,272,270,272,1045,41800,265,1626192000,1626192299,269608,BR,SA,2021-07-13
4688715,3965168,9599,45.190.20.209,290,288,288,1128,45120,274,1626192001,1626192297,269608,BR,SA,2021-07-13
4688726,3965179,9610,45.190.20.21,251,251,251,964,38560,227,1626192001,1626192298,269608,BR,SA,2021-07-13
4688737,3965190,9621,45.190.20.210,241,239,240,925,37000,245,1626192000,1626192296,269608,BR,SA,2021-07-13
4688748,3965201,9632,45.190.20.211,291,290,291,1136,45440,271,1626192000,1626192298,269608,BR,SA,2021-07-13
4688759,3965212,9643,45.190.20.212,253,252,253,976,39040,240,1626192000,1626192299,269608,BR,SA,2021-07-13
4688770,3965223,9654,45.190.20.213,289,287,289,1112,44480,250,1626192000,1626192299,269608,BR,SA,2021-07-13
4688781,3965234,9665,45.190.20.214,265,264,265,1021,40840,251,1626192000,1626192299,269608,BR,SA,2021-07-13
4688792,3965245,9676,45.190.20.215,269,269,267,1032,41280,233,1626192001,1626192298,269608,BR,SA,2021-07-13
4688803,3965256,9687,45.190.20.216,270,269,270,1038,41520,253,1626192000,1626192298,269608,BR,SA,2021-07-13
4688814,3965267,9698,45.190.20.217,274,272,274,1067,42680,250,1626192000,1626192299,269608,BR,SA,2021-07-13
4688825,3965278,9709,45.190.20.218,259,258,257,1007,40280,223,1626192000,1626192298,269608,BR,SA,2021-07-13
4688836,3965289,9720,45.190.20.219,303,302,303,1165,46600,271,1626192000,1626192296,269608,BR,SA,2021-07-13
4688847,3965300,9731,45.190.20.22,284,284,283,1096,43840,249,1626192001,1626192298,269608,BR,SA,2021-07-13
4688858,3965311,9742,45.190.20.220,262,261,262,1019,40760,275,1626192001,1626192294,269608,BR,SA,2021-07-13
4688869,3965322,9753,45.190.20.221,248,248,247,952,38080,251,1626192002,1626192299,269608,BR,SA,2021-07-13
4688880,3965333,9764,45.190.20.222,308,308,308,1195,47800,291,1626192000,1626192298,269608,BR,SA,2021-07-13
4688891,3965344,9775,45.190.20.223,275,275,275,1062,42480,240,1626192000,1626192296,269608,BR,SA,2021-07-13
4688902,3965355,9786,45.190.20.224,240,239,240,927,37080,205,1626192000,1626192299,269608,BR,SA,2021-07-13
4688913,3965366,9797,45.190.20.225,288,287,288,1107,44280,269,1626192000,1626192298,269608,BR,SA,2021-07-13
4688924,3965377,9808,45.190.20.226,266,265,266,1029,41160,240,1626192000,1626192298,269608,BR,SA,2021-07-13
4688935,3965388,9819,45.190.20.227,278,278,278,1080,43200,240,1626192000,1626192297,269608,BR,SA,2021-07-13
4688946,3965399,9830,45.190.20.228,233,233,232,907,36280,269,1626192000,1626192297,269608,BR,SA,2021-07-13
4688957,3965410,9841,45.190.20.229,277,277,276,1070,42800,244,1626192002,1626192298,269608,BR,SA,2021-07-13
4688968,3965421,9852,45.190.20.23,274,273,272,1066,42640,286,1626192000,1626192299,269608,BR,SA,2021-07-13
4688979,3965432,9863,45.190.20.230,248,248,248,969,38760,240,1626192000,1626192297,269608,BR,SA,2021-07-13
4688990,3965443,9874,45.190.20.231,247,247,247,961,38440,233,1626192000,1626192298,269608,BR,SA,2021-07-13
4689001,3965454,9885,45.190.20.232,275,275,275,1073,42920,258,1626192000,1626192299,269608,BR,SA,2021-07-13
4689012,3965465,9896,45.190.20.233,275,275,274,1062,42480,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4689023,3965476,9907,45.190.20.234,299,298,297,1162,46480,266,1626192000,1626192299,269608,BR,SA,2021-07-13
4689034,3965487,9918,45.190.20.235,266,265,266,1028,41120,272,1626192000,1626192297,269608,BR,SA,2021-07-13
4689045,3965498,9929,45.190.20.236,286,286,286,1103,44120,262,1626192000,1626192297,269608,BR,SA,2021-07-13
4689056,3965509,9940,45.190.20.237,270,270,269,1035,41400,238,1626192001,1626192298,269608,BR,SA,2021-07-13
4689067,3965520,9951,45.190.20.238,256,255,256,1002,40080,264,1626192001,1626192292,269608,BR,SA,2021-07-13
4689078,3965531,9962,45.190.20.239,289,289,288,1123,44920,264,1626192000,1626192298,269608,BR,SA,2021-07-13
4689089,3965542,9973,45.190.20.24,261,261,260,1013,40520,242,1626192000,1626192299,269608,BR,SA,2021-07-13
4689100,3965553,9984,45.190.20.240,260,259,259,990,39600,254,1626192000,1626192299,269608,BR,SA,2021-07-13
4689111,3965564,9995,45.190.20.241,246,245,246,960,38400,227,1626192001,1626192299,269608,BR,SA,2021-07-13
4689122,3965575,10006,45.190.20.242,265,264,265,1024,40960,259,1626192001,1626192299,269608,BR,SA,2021-07-13
4689133,3965586,10017,45.190.20.243,269,269,269,1045,41800,259,1626192000,1626192299,269608,BR,SA,2021-07-13
4689144,3965597,10028,45.190.20.244,253,252,253,983,39320,228,1626192000,1626192299,269608,BR,SA,2021-07-13
4689155,3965608,10039,45.190.20.245,273,271,273,1063,42520,245,1626192000,1626192298,269608,BR,SA,2021-07-13
4689166,3965619,10050,45.190.20.246,264,264,264,1025,41000,267,1626192001,1626192298,269608,BR,SA,2021-07-13
4689177,3965630,10061,45.190.20.247,249,248,249,963,38520,254,1626192001,1626192297,269608,BR,SA,2021-07-13
4689188,3965641,10072,45.190.20.248,281,281,280,1090,43600,255,1626192000,1626192297,269608,BR,SA,2021-07-13
4689199,3965652,10083,45.190.20.249,254,253,253,992,39680,233,1626192002,1626192299,269608,BR,SA,2021-07-13
4689210,3965663,10094,45.190.20.25,267,267,267,1034,41360,272,1626192001,1626192298,269608,BR,SA,2021-07-13
4689221,3965674,10105,45.190.20.250,270,269,270,1062,42480,280,1626192001,1626192298,269608,BR,SA,2021-07-13
4689232,3965685,10116,45.190.20.251,256,256,255,994,39760,234,1626192000,1626192299,269608,BR,SA,2021-07-13
4689243,3965696,10127,45.190.20.252,248,248,248,960,38400,265,1626192000,1626192299,269608,BR,SA,2021-07-13
4689254,3965707,10138,45.190.20.253,266,264,265,1035,41400,247,1626192002,1626192297,269608,BR,SA,2021-07-13
4689265,3965718,10149,45.190.20.254,244,243,244,938,37520,245,1626192001,1626192298,269608,BR,SA,2021-07-13
4689278,3965731,10162,45.190.20.26,250,249,250,958,38320,268,1626192001,1626192296,269608,BR,SA,2021-07-13
4689289,3965742,10173,45.190.20.27,280,280,278,1078,43120,263,1626192000,1626192299,269608,BR,SA,2021-07-13
4689300,3965753,10184,45.190.20.28,234,234,234,907,36280,209,1626192002,1626192298,269608,BR,SA,2021-07-13
4689311,3965764,10195,45.190.20.29,281,281,281,1085,43400,294,1626192001,1626192299,269608,BR,SA,2021-07-13
4689322,3965775,10206,45.190.20.3,274,272,273,1066,42640,264,1626192000,1626192298,269608,BR,SA,2021-07-13
4689333,3965786,10217,45.190.20.30,244,243,244,935,37400,245,1626192000,1626192299,269608,BR,SA,2021-07-13
4689344,3965797,10228,45.190.20.31,272,272,271,1060,42400,239,1626192000,1626192298,269608,BR,SA,2021-07-13
4689355,3965808,10239,45.190.20.32,287,286,287,1111,44440,268,1626192000,1626192299,269608,BR,SA,2021-07-13
