IP Prefix,ASNs
169.196.199.0/24,"AS13335, AS198949, AS20249"
169.196.220.0/23,"AS13335, AS198949, AS20249"
169.196.222.0/23,"AS13335, AS198949, AS20249"
169.196.224.0/20,"AS13335, AS198949, AS20249"
169.196.240.0/21,"AS13335, AS198949, AS20249"
169.196.248.0/21,"AS13335, AS198949, AS20249"
169.196.0.0/16,"AS198949, AS20249"
169.244.0.0/16,"AS198949, AS557"
170.133.208.0/20,"AS10747, AS198949, AS33208, AS393878"
192.5.85.0/24,"AS160, AS198949"
192.12.13.0/24,"AS198949, AS5723"
192.12.14.0/24,"AS198949, AS5723"
192.31.236.0/24,"AS198949, AS29"
192.55.228.0/24,"AS11736, AS198949"
192.135.250.0/24,"AS109, AS198949"
192.170.192.0/19,"AS160, AS198949"
192.200.128.0/21,"AS16575, AS19782, AS198949"
192.206.9.0/24,"AS19782, AS198949, AS46149"
192.206.10.0/24,"AS19782, AS198949, AS46149"
192.206.11.0/24,"AS19782, AS198949, AS46149"
192.236.32.0/19,"AS11736, AS198949"
192.245.221.0/24,"AS10490, AS198949, AS398940"
192.245.222.0/23,"AS10490, AS198949, AS398940"
192.245.224.0/24,"AS10490, AS198949, AS398940"
198.51.243.0/24,"AS19782, AS198949, AS22966"
198.51.244.0/24,"AS19782, AS198949, AS22966"
198.135.0.0/21,"AS109, AS198949"
198.177.154.0/24,"AS198949, AS22215"
198.180.229.0/24,"AS198949, AS22851"
199.33.130.0/23,"AS10490, AS198949, AS398940"
199.33.132.0/23,"AS10490, AS198949, AS398940"
199.33.134.0/24,"AS10490, AS198949, AS398940"
199.64.34.0/23,"AS125, AS198949"
199.64.52.0/23,"AS125, AS198949"
199.64.55.0/24,"AS125, AS198949"
199.64.75.0/24,"AS198949, AS34774"
199.64.84.0/24,"AS198949, AS34774"
199.64.88.0/23,"AS198949, AS34774"
199.241.244.0/22,"AS198949, AS22742"
204.52.252.0/24,"AS198949, AS22215"
204.58.156.0/22,"AS198949, AS36861"
204.58.160.0/21,"AS198949, AS36861"
204.197.0.0/17,"AS198949, AS557"
205.208.0.0/17,"AS160, AS198949"
206.209.0.0/20,"AS11736, AS198949"
207.166.224.0/19,"AS198949, AS557"
207.173.215.0/24,"AS198949, AS26664"
207.202.24.0/24,"AS14618, AS16509, AS198949"
207.210.128.0/19,"AS198949, AS22742"
208.56.192.0/20,"AS10747, AS198949, AS33208, AS393878"
208.68.20.0/22,"AS198949, AS36861"
208.184.4.0/24,"AS198949, AS26664"
209.200.244.0/23,"AS198949, AS210008, AS393559"
209.200.255.0/24,"AS198949, AS210008, AS393559"
209.222.192.0/19,"AS198949, AS557"
216.99.216.0/23,"AS10747, AS198949, AS33208, AS393878"
2001:420::/32,"AS109, AS198949"
2001:468:2610::/48,"AS11537, AS198949, AS396450, AS396955"
2602:281::/32,"AS13778, AS198949"
2602:282::/32,"AS13778, AS198949"
2602:283::/32,"AS13778, AS198949"
2602:284::/32,"AS13778, AS198949"
2602:fd59::/36,"AS198949, AS25773"
2604:b200::/32,"AS198949, AS29"
2605:9a00::/48,"AS160, AS198949"
2605:d840::/32,"AS198949, AS398290"
2606:2b00::/32,"AS198949, AS5723"
2607:9a80::/32,"AS10747, AS198949, AS33208, AS393878"
2607:cc80::/48,"AS198949, AS2152, AS25664"
2607:cc80:1000::/48,"AS198949, AS2152, AS25664"
2607:cc80:2000::/48,"AS198949, AS2152, AS25664"
2607:cc80:3000::/48,"AS198949, AS2152, AS25664"
2607:cc80:4000::/48,"AS198949, AS2152, AS25664"
2607:cc80:5000::/48,"AS198949, AS2152, AS25664"
2607:cc80:6000::/48,"AS198949, AS2152, AS25664"
2607:cc80:7000::/48,"AS198949, AS2152, AS25664"
2607:cc80:8000::/48,"AS19742, AS198949, AS2152, AS25664"
2607:f460::/32,"AS198949, AS22742"
2610:148::/32,"AS10490, AS198949, AS2637"
2620:104:e000::/40,"AS1351, AS198949"
2620:147::/36,"AS13778, AS14618, AS16509, AS198949, AS396982, AS54282, AS8075"
