IP Prefix,ASNs
107.162.0.0/16,"AS35280, AS55002"
130.250.220.0/24,"AS35280, AS36111"
130.250.221.0/24,"AS35280, AS36111"
204.11.20.0/22,"AS33365, AS35280, AS55002"
204.13.138.0/24,"AS26777, AS35280"
204.13.136.0/22,"AS19905, AS26777, AS35280, AS46887, AS7018"
2604:e180::/32,"AS35280, AS55002"
