IP Prefix,ASNs
218.216.176.0/20,"AS18126, AS19905"
219.76.111.0/24,"AS134190, AS19905"
222.165.0.0/17,"AS140929, AS19905, AS55430"
2001:c20:18::/48,"AS19905, AS3758"
2001:c20:405::/48,"AS19905, AS9255"
2001:c20:2010::/48,"AS19905, AS3758"
2001:c20:7807::/48,"AS19905, AS3758"
2001:c20:c837::/48,"AS19905, AS9255"
2001:c20:c847::/48,"AS19905, AS9255"
2001:dcd:1::/48,"AS19905, AS58620"
2001:dcd:2::/48,"AS19905, AS58620"
2001:dcd:3::/48,"AS19905, AS58620"
2001:dcd:4::/48,"AS19905, AS58620"
2001:dcd:5::/48,"AS19905, AS58620"
2001:dcd:6::/48,"AS19905, AS58620"
2001:dcd:7::/48,"AS19905, AS58620"
2001:dcd:dd05::/48,"AS19905, AS58620"
2001:4400::/30,"AS19905, AS9500, AS9901"
2405:d980::/32,"AS19905, AS23703"
2407:7000::/32,"AS19905, AS9500"
