prefix,provider,origin,time,as_path,scrubber,t_start,t_end
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['212483', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8455', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6233', '3214', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['39351', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['399580', '6939', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['513', '6730', '6730', '6830', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['29222', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['29222', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['15547', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6730', '6830', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '1299', '1299', '1299', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['40994', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '33891', '33891', '33891', '33891', '33891', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '3356', '3356', '3356', '3356', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51184', '1764', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47692', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6667', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['5392', '50877', '62275', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['5392', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['20811', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['12637', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['12637', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['9304', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13030', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['20764', '12389', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['20764', '12389', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35598', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '24748', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['41722', '12389', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['41722', '20485', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['7575', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6424', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['263152', '264409', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['42473', '16735', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['52873', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '7195', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '7195', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['23106', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['271253', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['271253', '10429', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13786', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['264479', '53087', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['20080', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['52320', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['37271', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['917', '60068', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['37271', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['327804', '5713', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['199524', '37100', '396998', '19318']","396998,199524",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['327960', '327782', '37100', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['37239', '5713', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['37239', '37468', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['32653', '3741', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['32653', '3741', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51873', '6939', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51873', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8758', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8758', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['48362', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['59414', '13030', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['59414', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['29691', '8758', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['12307', '29691', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['12307', '29691', '8758', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['196621', '8758', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['196621', '8758', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['58057', '1836', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['50628', '35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8426', '6453', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8426', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35426', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '47160', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['34019', '29169', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '5511', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['15547', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['199524', '1299', '3257', '396998', '19318']","396998,199524",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['199524', '5511', '3257', '396998', '19318']","396998,199524",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['24482', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['18106', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '3356', '3257', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35280', '3356', '3257', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14907', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['133210', '6939', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['9002', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['46997', '38008', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['270014', '263237', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14840', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14840', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['53427', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['53427', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['263702', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14840', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['14840', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['6057', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['265721', '64126', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['264845', '6057', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['31027', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['31027', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['34872', '24961', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['149794', '132559', '9498', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['212123', '34927', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['56457', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['56457', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['212123', '34549', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['138195', '58453', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['138195', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['54316', '701', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['197580', '198477', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51185', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51185', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['51185', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['924', '61138', '137409', '396998', '19318']","396998,137409",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['207910', '2027', '2027', '35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['44901', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['208431', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['44097', '30972', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['61138', '137409', '396998', '19318']","396998,137409",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8888', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['8888', '3214', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['13781', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['134823', '3462', '3462', '9680', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['38008', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['198150', '20764', '12389', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['198150', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['28824', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['28824', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['28824', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['142271', '135607', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['47787', '6424', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['212271', '9002', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['35710', '48200', '1273', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['49544', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['200612', '8966', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['200612', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218858.0,"['200612', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['31027', '12552', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['31027', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['31027', '12552', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['138195', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['924', '61138', '55850', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['207910', '34019', '29169', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['57187', '15412', '6762', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['57187', '15412', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['36236', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['61138', '55850', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['132847', '7474', '7473', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['38008', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['134823', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['46997', '38008', '3491', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['53427', '13786', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['49544', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['35280', '3356', '3257', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['2027', '35280', '396998', '19318']","396998,35280",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['14907', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['59414', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['37697', '37468', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['263152', '264409', '13786', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['52873', '12956', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['199524', '3356', '3257', '396998', '19318']","396998,199524",1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['271253', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['917', '60068', '3356', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['19151', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['25152', '6939', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['59105', '2518', '2516', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['2500', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['13237', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['47147', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['6908', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['34019', '47160', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['34019', '3303', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['34019', '29169', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['35598', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['12859', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['12859', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['205206', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['8455', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['47147', '1299', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['6908', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['6908', '2914', '3257', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218859.0,"['8218', '6461', '3257', '396998', '19318']",396998,1733218825,1733219476
