prefix,provider,origin,time,as_path,scrubber,t_start,t_end
23.227.38.0/23,28329,13335,1733242021.0,"['263237', '28329', '13335']",13335,1733241708,1733242835
23.227.38.0/23,267056,13335,1733243208.0,"['270014', '263237', '268860', '267056', '13335']",13335,1733241708,1733242835
23.227.38.0/23,267056,13335,1733243208.0,"['263237', '268860', '267056', '13335']",13335,1733241708,1733242835
23.227.38.0/23,6057,13335,1733243235.0,"['270014', '6057', '13335']",13335,1733241708,1733242835
23.227.38.0/23,28329,13335,1733243236.0,"['263237', '28329', '13335']",13335,1733241708,1733242835
35.199.0.0/17,35280,15169,1733244965.0,"['35280', '15169']",35280,1733241847,1733244543
35.199.80.0/20,15169,396982,1733244965.0,"['35280', '15169', '396982']",35280,1733241847,1733244543
103.60.148.0/22,13335,132839,1733193012.0,"['46997', '38008', '13335', '132839']",13335,1733192864,1733193234
103.60.148.0/22,13335,132839,1733193464.0,"['38008', '13335', '132839']",13335,1733192864,1733193234
109.230.248.0/23,199524,199610,1733190918.0,"['13030', '4637', '1221', '199524', '199610']",199524,1733190665,1733191368
109.230.248.0/23,199524,199610,1733191309.0,"['59919', '137409', '199524', '199610']","199524,137409",1733190665,1733191368
109.230.248.0/23,199524,199610,1733191309.0,"['59919', '137409', '199524', '199610']","199524,137409",1733190665,1733191368
109.230.248.0/23,199524,199610,1733191320.0,"['13030', '6461', '137409', '199524', '199610']","199524,137409",1733190665,1733191368
109.230.248.0/23,199524,199610,1733191340.0,"['35426', '137409', '199524', '199610']","199524,137409",1733190665,1733191368
185.211.78.0/24,13335,32708,1733253212.0,"['2500', '13335', '32708']",13335,1733253583,1733253897
185.211.78.0/24,13335,32708,1733253212.0,"['151381', '13335', '32708']",13335,1733253583,1733253897
185.211.78.0/24,13335,32708,1733253272.0,"['25152', '13335', '32708']",13335,1733253583,1733253897
185.211.78.0/24,13335,32708,1733253285.0,"['4777', '13335', '32708']",13335,1733253583,1733253897
185.211.78.0/24,13335,32708,1733253914.0,"['37721', '13335', '32708']",13335,1733253583,1733253897
104.28.205.0/24,37721,13335,1733252610.0,"['37721', '13335']",13335,1733252897,1733253534
104.16.0.0/12,3356,13335,1733253589.0,"['32653', '3741', '3356', '13335']",13335,1733252897,1733253534
104.16.0.0/12,2914,13335,1733253766.0,"['32653', '3741', '2914', '13335']",13335,1733252897,1733253534
104.28.205.0/24,37721,13335,1733253911.0,"['37721', '13335']",13335,1733252897,1733253534
193.46.81.0/24,199524,58212,1733245067.0,"['57821', '12586', '3257', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,199524,58212,1733246745.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,5405,58212,1733246780.0,"['12779', '5405', '5405', '5405', '5405', '58212']",5405,1733244834,1733246768
193.46.81.0/24,5405,58212,1733246786.0,"['12779', '5405', '5405', '5405', '5405', '58212']",5405,1733244834,1733246768
193.46.81.0/24,5405,58212,1733246807.0,"['12779', '5405', '5405', '5405', '5405', '58212']",5405,1733244834,1733246768
193.46.81.0/24,5405,58212,1733246810.0,"['12779', '5405', '5405', '5405', '5405', '58212']",5405,1733244834,1733246768
193.46.81.0/24,5405,58212,1733246814.0,"['12779', '5405', '5405', '5405', '5405', '58212']",5405,1733244834,1733246768
193.46.81.0/24,199524,58212,1733246994.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,199524,58212,1733247019.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,199524,58212,1733247021.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,199524,58212,1733247027.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
193.46.81.0/24,199524,58212,1733247082.0,"['12779', '199524', '58212']",199524,1733244834,1733246768
103.106.229.0/24,396356,136258,1733232456.0,"['198150', '137409', '396356', '396356', '396356', '136258']",137409,1733233022,1733233404
103.106.229.0/24,396356,136258,1733232472.0,"['198150', '137409', '396356', '396356', '396356', '136258']",137409,1733233022,1733233404
103.106.229.0/24,396356,136258,1733232500.0,"['21282', '9198', '137409', '396356', '396356', '396356', '136258']",137409,1733233022,1733233404
103.106.229.0/24,396356,136258,1733233729.0,"['21282', '9198', '174', '137409', '396356', '396356', '396356', '136258']",137409,1733233022,1733233404
103.106.229.0/24,396356,136258,1733233791.0,"['21282', '9198', '137409', '396356', '396356', '396356', '136258']",137409,1733233022,1733233404
104.21.80.0/20,28917,13335,1733207971.0,"['28917', '13335']",13335,1733207494,1733210220
104.21.64.0/19,28917,13335,1733207971.0,"['28917', '13335']",13335,1733207494,1733210220
104.21.64.0/19,212483,13335,1733210513.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.64.0/19,212483,13335,1733210513.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.80.0/20,212483,13335,1733210513.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.80.0/20,212483,13335,1733210513.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.64.0/19,212483,13335,1733210584.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.80.0/20,212483,13335,1733210584.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.64.0/19,212483,13335,1733210584.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.80.0/20,212483,13335,1733210584.0,"['212483', '13335']",13335,1733207494,1733210220
104.21.80.0/20,31133,13335,1733210700.0,"['28910', '31133', '13335']",13335,1733207494,1733210220
104.21.64.0/19,31133,13335,1733210700.0,"['28910', '31133', '13335']",13335,1733207494,1733210220
104.16.0.0/12,31133,13335,1733210703.0,"['28910', '31133', '13335']",13335,1733207494,1733210220
104.21.64.0/19,58453,13335,1733210738.0,"['28910', '58453', '13335']",13335,1733207494,1733210220
104.21.80.0/20,58453,13335,1733210738.0,"['28910', '58453', '13335']",13335,1733207494,1733210220
59.83.192.0/19,6453,4837,1733235468.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
59.83.192.0/19,6453,4837,1733235498.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
59.83.192.0/19,6453,4837,1733235949.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
59.83.192.0/19,6453,4837,1733235980.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
59.83.192.0/19,6453,4837,1733236582.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
59.83.192.0/19,6453,4837,1733236644.0,"['35280', '6453', '4837']",35280,1733235735,1733236935
112.80.0.0/13,6453,4837,1733223510.0,"['35280', '6453', '4837']",35280,1733222522,1733222915
45.145.166.0/24,62000,207992,1733227826.0,"['213151', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229060.0,"['270014', '263237', '174', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229063.0,"['270014', '6057', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229070.0,"['6057', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229081.0,"['270014', '6057', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229086.0,"['6057', '137409', '62000', '207992']",137409,1733228046,1733229011
45.145.166.0/24,62000,207992,1733229153.0,"['270014', '6057', '137409', '62000', '207992']",137409,1733228046,1733229011
45.207.224.0/19,13335,139646,1733210513.0,"['212483', '13335', '139646']",13335,1733209572,1733211568
45.207.224.0/19,13335,139646,1733210513.0,"['212483', '13335', '139646']",13335,1733209572,1733211568
45.207.224.0/19,13335,139646,1733210584.0,"['212483', '13335', '139646']",13335,1733209572,1733211568
45.207.224.0/19,13335,139646,1733210584.0,"['212483', '13335', '139646']",13335,1733209572,1733211568
45.207.224.0/19,13335,139646,1733210675.0,"['28910', '31133', '13335', '139646']",13335,1733209572,1733211568
45.207.224.0/19,13335,139646,1733211098.0,"['28910', '3356', '13335', '139646']",13335,1733209572,1733211568
188.236.192.0/20,59605,42961,1733258631.0,"['19151', '6461', '137409', '8529', '59605', '42961']",137409,1733258133,1733259145
188.236.192.0/20,59605,42961,1733258662.0,"['19151', '6461', '137409', '8529', '59605', '42961']",137409,1733258133,1733259145
188.236.192.0/20,59605,42961,1733258850.0,"['19151', '6461', '137409', '8529', '59605', '42961']",137409,1733258133,1733259145
154.212.0.0/16,3223,35916,1733191338.0,"['13030', '3223', '35916']",3223,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6762', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['396998', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['396998', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['396998', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['396998', '4637', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191708.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '37100', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '37100', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6453', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6453', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['396998', '4637', '3491', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['396998', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['396998', '9002', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['396998', '9002', '6939', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['396998', '3257', '3491', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['207841', '137409', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['207841', '137409', '6461', '2914', '32558', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['207841', '137409', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '6762', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191709.0,"['199524', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['207841', '137409', '6461', '2914', '32558', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['207841', '137409', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['36924', '35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['35280', '3356', '3491', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191710.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191711.0,"['199524', '12956', '6939', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191714.0,"['36924', '35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191729.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191730.0,"['199524', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191730.0,"['199524', '3257', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191730.0,"['35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191732.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191736.0,"['396998', '3257', '3491', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191737.0,"['199524', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['396998', '4637', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['199524', '3491', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['396998', '9002', '3356', '2914', '32558', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['207841', '137409', '6461', '2914', '32558', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191739.0,"['199524', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191741.0,"['199524', '3356', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191741.0,"['207841', '137409', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191743.0,"['396998', '4637', '4637', '4637', '4637', '4637', '4637', '4637', '701', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191749.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191749.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191753.0,"['199524', '5511', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191757.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191757.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191769.0,"['199524', '3491', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191773.0,"['199524', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191779.0,"['199524', '37100', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191787.0,"['199524', '174', '3491', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191787.0,"['199524', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191789.0,"['199524', '6453', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191806.0,"['199524', '1299', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191806.0,"['199524', '1299', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191806.0,"['199524', '3257', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191806.0,"['199524', '1299', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191807.0,"['199524', '1299', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191807.0,"['199524', '174', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191808.0,"['199524', '174', '1299', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191815.0,"['199524', '1299', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191816.0,"['199524', '1299', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191817.0,"['207841', '137409', '6461', '2914', '32558', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191817.0,"['207841', '137409', '58453', '58453', '58453', '58453', '135056', '136933', '136933', '136933', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191817.0,"['207841', '137409', '6461', '2914', '32558', '136933', '136778']",137409,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191819.0,"['35280', '6939', '136933', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191822.0,"['199524', '3491', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191827.0,"['396998', '3257', '2914', '32558', '136933', '136778']",396998,1733190144,1733191606
154.212.0.0/16,3223,35916,1733191846.0,"['48237', '3356', '3223', '3223', '35916']",3223,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191857.0,"['396998', '4637', '6461', '2914', '32558', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191875.0,"['35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191891.0,"['396998', '4637', '6461', '2914', '32558', '136933', '136778']",396998,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191912.0,"['199524', '174', '2914', '32558', '136933', '136778']",199524,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191996.0,"['35280', '3356', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.146.0/24,136933,136778,1733191997.0,"['35280', '2914', '32558', '136933', '136778']",35280,1733190144,1733191606
154.212.0.0/16,3223,35916,1733192054.0,"['35369', '2914', '3223', '35916']",3223,1733190144,1733191606
193.222.99.0/24,58212,215439,1733245069.0,"['57821', '12586', '3257', '199524', '58212', '215439']",199524,1733245358,1733245984
78.24.184.0/21,29278,41075,1733246712.0,"['12779', '5405', '29278', '41075']",5405,1733245245,1733246695
78.24.184.0/21,29278,41075,1733246777.0,"['12779', '5405', '29278', '41075']",5405,1733245245,1733246695
78.24.184.0/21,29278,41075,1733247018.0,"['12779', '5405', '29278', '41075']",5405,1733245245,1733246695
78.24.184.0/21,29278,41075,1733247082.0,"['12779', '5405', '29278', '41075']",5405,1733245245,1733246695
93.112.128.0/20,39386,25019,1733208011.0,"['199524', '2914', '39386', '25019']",199524,1733207240,1733208389
93.112.128.0/20,39386,25019,1733208816.0,"['199524', '2914', '39386', '25019']",199524,1733207240,1733208389
35.202.0.0/15,15169,396982,1733244965.0,"['35280', '15169', '396982']",35280,1733242613,1733244469
35.200.0.0/14,15169,396982,1733244965.0,"['35280', '15169', '396982']",35280,1733242613,1733244469
35.202.240.0/20,15169,396982,1733244966.0,"['35280', '15169', '396982']",35280,1733242613,1733244469
204.10.193.0/24,199524,48925,1733227825.0,"['213151', '34549', '1299', '199524', '199524', '48925']",199524,1733228351,1733228946
69.10.42.0/24,396998,19318,1733218857.0,"['3214', '396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218857.0,"['396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218857.0,"['396998', '19318']",396998,1733218825,1733219476
69.10.42.0/24,396998,19318,1733218857.0,"['199524', '5511', '3257', '396998', '19318']","396998,199524",1733218825,1733219476
